practice,Other,Venlafaxine,Mirtazapine,Duloxetine,MAOi,Isocarboxazid,Iproniazid,Tranylcypromine,Moclobemide,Phenelzine,Citalopram,Fluoxetine,Fluvoxamine,Sertraline,Escitalopram,Paroxetine,Tricyclics,Trimipramine,Dosulepin,Amitriptyline,Trazodone,Lofepramine,Maprotiline,Mianserin,total_items,total_cost
P84630,871,202,518,142,0,0,0,0,0,0,559,331,0,903,55,82,479,0,8,408,16,3,0,0,3280,6453.52315
P84635,191,24,107,58,0,0,0,0,0,0,147,84,0,195,3,3,209,0,6,193,0,0,0,0,832,1519.8591299999998
P84637,277,38,193,43,0,0,0,0,0,0,114,100,0,325,33,14,179,0,3,152,12,0,0,0,1042,2111.81866
P84639,104,22,76,6,0,0,0,0,0,0,44,32,0,88,1,24,154,1,4,134,13,0,0,0,447,1214.4806899999999
P84640,207,16,154,37,0,0,0,0,0,0,69,34,0,117,12,7,179,0,10,132,7,3,0,0,625,1232.01917
P84644,197,38,101,58,0,0,0,0,0,0,160,49,0,89,3,29,242,0,0,200,4,0,0,0,769,1429.7214099999999
P84645,880,217,548,115,0,0,0,0,0,0,255,188,0,520,69,28,470,3,40,331,50,0,0,0,2410,5540.3289200000008
P84650,392,123,248,19,3,0,0,0,3,0,155,71,4,356,14,34,390,0,3,300,54,0,0,0,1419,3397.5924999999993
P84651,791,259,437,95,3,0,0,0,0,3,359,188,0,491,51,40,540,0,17,459,18,6,0,0,2463,3920.5725999999995
P84652,369,105,211,53,0,0,0,0,0,0,320,140,0,498,32,17,413,3,8,317,22,3,0,0,1789,5008.0918200000006
P84663,468,96,297,66,0,0,0,0,0,0,216,163,0,360,26,13,270,4,5,190,27,7,0,0,1516,4324.2374
P84665,190,63,114,13,0,0,0,0,0,0,126,67,0,143,0,10,245,0,1,187,9,0,0,0,781,925.03341
P84669,736,121,545,58,0,0,0,0,0,0,327,381,0,827,51,28,511,0,0,348,96,25,0,0,2861,5605.45152
P84672,485,91,293,101,0,0,0,0,0,0,369,159,0,317,9,49,311,0,15,233,15,0,0,0,1699,2093.88215
P84673,1475,426,940,105,0,0,0,0,0,0,363,320,1,1114,81,77,375,0,1,309,23,8,0,0,3806,7506.6685800000014
P84678,623,212,273,131,1,0,0,0,1,0,566,230,0,870,66,38,462,0,37,316,28,11,0,0,2856,7005.062640000001
P84679,137,20,109,8,0,0,0,0,0,0,39,65,0,189,5,10,137,0,10,93,24,0,0,0,582,2437.79115
P84683,276,97,148,29,3,0,0,3,0,0,235,95,0,374,45,11,119,0,8,78,17,5,0,0,1158,7574.6155499999995
P84684,230,27,120,83,3,0,0,0,3,0,70,63,3,171,18,6,278,0,9,259,0,0,0,0,842,2262.03552
P84689,440,116,291,30,3,0,0,0,3,0,109,97,3,319,14,14,228,4,9,180,17,0,0,0,1227,3041.15515
P84690,360,87,213,57,0,0,0,0,0,0,106,149,0,153,4,45,541,0,20,475,7,22,0,0,1358,3594.6047800000006
P85001,398,91,244,63,13,0,0,0,13,0,197,103,3,246,10,43,308,0,2,261,17,4,0,0,1321,3042.33914
P85002,824,173,572,76,0,0,0,0,0,0,486,208,3,542,17,41,358,3,27,265,13,10,0,0,2479,6916.1089500000007
P85003,326,48,231,46,0,0,0,0,0,0,105,56,0,204,16,42,567,0,14,521,20,0,0,0,1316,1877.48993
P85004,287,43,174,70,0,0,0,0,0,0,228,49,3,276,14,21,417,0,3,363,16,0,0,0,1295,2705.54977
P85005,684,183,349,152,2,0,0,0,0,2,699,197,0,598,58,48,622,0,45,519,29,0,0,0,2908,6696.65902
P85006,610,111,369,96,0,0,0,0,0,0,407,121,0,368,76,45,347,0,16,261,33,0,0,0,1974,6761.3367499999995
P85007,266,64,164,36,0,0,0,0,0,0,144,57,0,138,9,24,177,0,4,153,7,0,0,0,815,1191.8833900000002
P85008,1097,183,751,157,1,0,0,1,0,0,757,308,0,1390,140,163,895,0,65,723,43,7,0,0,4751,9704.8615
P85010,766,214,318,224,0,0,0,0,0,0,817,195,0,726,50,87,743,12,10,614,25,0,0,0,3384,19291.68801
P85011,763,137,500,125,0,0,0,0,0,0,471,219,6,640,30,34,821,0,24,666,74,21,0,0,2984,7971.1075599999995
P85012,773,111,603,59,0,0,0,0,0,0,311,89,0,558,11,28,381,0,0,319,30,3,0,0,2151,3615.01909
P85013,1240,316,575,342,0,0,0,0,0,0,1147,347,0,885,39,69,1201,1,83,968,46,10,0,0,4928,13975.94538
P85014,382,60,238,81,0,0,0,0,0,0,277,163,0,509,11,17,536,0,27,441,12,10,0,0,1895,4148.4156299999995
P85015,697,197,380,117,0,0,0,0,0,0,328,111,3,508,11,40,480,0,5,375,45,3,0,0,2178,6356.9965200000006
P85016,738,191,381,165,0,0,0,0,0,0,586,222,0,743,37,74,666,1,27,526,14,18,0,0,3066,9702.2111400000013
P85017,896,321,506,67,0,0,0,0,0,0,622,146,0,708,12,37,592,0,48,475,25,0,0,0,3013,7304.1274200000007
P85018,678,100,418,160,0,0,0,0,0,0,64,119,0,462,181,35,330,0,0,260,17,6,0,0,1869,3605.85218
P85019,417,64,267,82,0,0,0,0,0,0,253,200,0,347,22,47,351,14,19,257,11,5,0,1,1637,5364.3906300000008
P85020,888,230,497,157,0,0,0,0,0,0,695,150,0,690,23,118,545,0,24,439,37,3,0,0,3109,6049.4692200000009
P85021,949,231,577,126,0,0,0,0,0,0,535,183,0,651,21,45,997,0,29,792,117,8,0,0,3381,7968.34126
P85022,483,78,325,75,2,0,0,0,0,2,257,107,4,283,7,33,298,0,15,242,17,0,0,0,1474,3200.9283100000002
P85026,389,112,222,48,0,0,0,0,0,0,310,172,0,566,14,48,383,0,6,314,30,0,0,3,1882,5620.6874899999993
P85028,365,60,260,42,0,0,0,0,0,0,299,172,0,416,5,30,370,3,28,295,18,0,0,0,1657,6587.1398899999995
P85601,195,42,110,28,0,0,0,0,0,0,61,64,0,133,13,15,165,0,4,115,46,0,0,0,646,1416.741
P85602,190,41,123,22,0,0,0,0,0,0,114,28,3,223,65,1,209,0,0,178,26,0,0,0,833,2176.9010399999997
P85605,318,94,210,14,0,0,0,0,0,0,92,83,0,230,18,14,206,0,4,151,9,0,0,0,961,1715.24997
P85606,314,159,110,45,0,0,0,0,0,0,141,102,0,158,50,44,242,0,4,187,21,5,0,0,1051,3043.3929000000003
P85607,171,12,112,47,4,0,0,0,4,0,213,74,0,284,4,18,170,0,3,150,6,0,0,0,938,1639.3856799999999
P85608,689,46,389,252,0,0,0,0,0,0,138,64,0,200,327,59,226,0,5,202,0,0,0,0,1703,2987.3081600000005
P85610,159,26,89,38,0,0,0,0,0,0,232,74,0,161,24,13,247,0,7,218,10,0,0,0,910,1653.4924099999998
P85612,126,16,91,16,0,0,0,0,0,0,109,20,0,105,7,14,130,0,0,118,3,0,0,0,511,1678.5495599999997
P85613,87,27,46,14,4,0,0,0,4,0,29,53,0,67,6,0,159,0,0,158,0,1,0,0,405,1051.85899
P85614,341,62,175,104,0,0,0,0,0,0,185,75,0,258,19,4,282,0,0,239,23,0,0,0,1164,2671.1429799999996
P85615,430,85,246,90,0,0,0,0,0,0,214,87,0,447,77,144,645,0,9,592,4,13,0,0,2044,4000.18761
P85620,202,69,108,25,3,0,0,0,3,0,159,66,0,278,11,10,256,0,0,224,18,3,0,0,985,3227.1395100000004
P85621,449,61,285,93,0,0,0,0,0,0,91,101,0,391,10,49,459,0,11,331,67,12,0,0,1550,3563.6569499999996
P85622,259,22,222,15,0,0,0,0,0,0,107,32,0,272,3,19,346,0,5,273,17,0,0,0,1038,1884.15863
P86001,462,98,218,146,0,0,0,0,0,0,452,147,0,642,44,51,560,0,8,372,108,0,0,0,2358,5506.99744
P86002,74,8,40,25,0,0,0,0,0,0,76,29,0,59,0,7,120,0,6,74,34,0,0,0,365,1043.67918
P86003,1132,340,614,167,0,0,0,0,0,0,734,386,0,865,23,73,621,4,46,344,76,3,0,0,3834,13688.16448
P86004,933,225,601,101,2,0,0,0,2,0,750,356,2,861,83,106,747,3,57,585,34,0,0,0,3840,11870.40065
P86005,568,118,367,79,0,0,0,0,0,0,544,213,0,545,61,75,460,0,20,357,28,7,0,0,2466,4896.0905299999995
P86006,1197,370,613,200,3,0,0,0,3,0,597,182,0,1002,165,98,1006,0,31,765,69,9,0,0,4250,10325.70711
P86007,1573,386,950,217,0,0,0,0,0,0,1279,641,0,856,52,25,1428,0,49,1095,136,21,0,0,5854,15431.916289999996
P86008,648,203,372,57,2,0,0,0,2,0,437,171,0,699,48,164,777,0,8,586,119,2,0,0,2946,6989.28643
P86009,988,226,582,176,0,0,0,0,0,0,791,368,0,909,9,103,794,3,11,627,50,9,0,0,3962,9362.28381
P86010,470,135,276,59,0,0,0,0,0,0,497,244,0,384,9,26,538,0,12,479,7,7,0,0,2168,7900.47433
P86011,936,284,440,197,9,0,0,0,9,0,681,289,0,707,44,52,619,4,46,464,53,3,0,3,3337,10589.41813
P86012,1037,269,465,296,3,0,0,0,3,0,454,147,0,425,78,104,788,0,18,611,96,3,0,0,3036,7358.00346
P86013,532,134,269,128,1,0,0,0,1,0,362,192,0,291,17,56,551,1,7,447,20,6,0,0,2002,6054.57809
P86014,500,94,261,142,3,0,0,0,3,0,227,32,0,173,9,53,765,0,6,625,59,14,0,0,1762,5065.672950000001
P86015,287,74,169,41,0,0,0,0,0,0,274,185,0,432,36,31,332,0,3,286,24,0,0,0,1577,2306.76018
P86016,1254,382,749,109,4,0,0,0,4,0,984,372,0,980,45,113,1267,4,29,1005,111,11,0,0,5019,13606.13881
P86017,182,24,111,42,0,0,0,0,0,0,167,59,0,175,0,21,301,0,4,240,8,4,0,0,905,1681.2168
P86018,581,136,363,78,0,0,0,0,0,0,578,298,0,641,38,78,698,0,42,574,41,6,0,0,2912,6845.9728999999988
P86019,1070,307,443,290,0,0,0,0,0,0,597,270,0,951,190,76,1010,3,1,850,39,22,0,0,4164,11519.97898
P86021,194,44,102,35,3,0,0,0,3,0,220,110,0,301,44,28,274,0,1,237,7,3,0,0,1174,2241.5077800000004
P86022,985,233,447,282,5,0,0,0,5,0,455,355,0,515,26,39,768,0,13,581,109,4,0,0,3148,10040.72066
P86023,658,196,385,74,2,0,0,0,2,0,464,242,0,673,13,46,535,0,0,436,32,0,0,0,2633,4197.0904
P86026,602,118,411,69,0,0,0,0,0,0,485,373,3,553,5,42,501,0,21,341,85,19,0,0,2564,5191.34867
P86602,429,71,317,41,0,0,0,0,0,0,329,174,0,296,44,32,475,0,7,361,49,16,0,0,1779,3059.5357999999997
P86606,649,149,384,112,0,0,0,0,0,0,314,217,0,294,35,24,645,0,34,523,18,4,0,0,2178,4363.8134
P86608,248,60,147,37,0,0,0,0,0,0,253,63,0,170,23,21,279,0,22,213,25,0,0,0,1057,3228.2280499999997
P86609,100,14,73,10,0,0,0,0,0,0,68,21,0,64,0,15,158,0,6,136,5,0,0,0,426,886.94878999999992
P86614,157,32,110,15,0,0,0,0,0,0,153,37,0,175,0,5,159,0,0,149,2,1,0,0,686,910.22492000000011
P86619,467,26,401,40,0,0,0,0,0,0,106,100,0,159,0,8,242,0,1,178,21,0,0,0,1082,1979.40204
P86620,374,79,256,39,0,0,0,0,0,0,194,118,0,225,33,19,419,3,8,368,12,0,0,0,1382,3298.57607
P86624,287,71,129,87,0,0,0,0,0,0,299,97,10,359,3,51,312,0,7,213,39,0,0,0,1418,2951.55309
P87002,1357,344,697,315,0,0,0,0,0,0,1072,319,0,990,37,69,998,0,54,703,92,4,0,0,4842,11633.044909999999
P87003,675,147,425,101,0,0,0,0,0,0,429,105,0,469,16,2,385,2,8,287,65,0,0,0,2081,4417.00035
P87004,393,51,252,87,0,0,0,0,0,0,414,133,0,331,3,39,390,0,13,327,18,3,0,0,1703,3584.95478
P87008,985,180,645,160,0,0,0,0,0,0,568,206,0,984,38,60,723,0,40,560,51,0,0,0,3564,6568.0363800000005
P87014,326,109,157,38,1,0,0,0,0,1,290,107,0,265,17,34,323,9,5,262,19,0,0,0,1363,5680.899089999999
P87015,543,165,319,54,0,0,0,0,0,0,390,132,0,395,12,59,394,0,2,291,43,0,0,0,1925,2809.4162
P87016,504,190,223,70,0,0,0,0,0,0,655,229,4,652,76,64,495,0,17,386,39,7,0,0,2679,6628.7009800000005
P87017,952,179,432,341,0,0,0,0,0,0,657,270,0,575,1,33,463,0,22,353,32,1,0,0,2951,4847.8314900000005
P87019,1667,478,1074,113,2,0,0,0,2,0,1083,499,2,1290,42,110,996,0,24,768,119,1,0,0,5691,9090.04182
P87020,1103,203,596,304,3,0,0,0,0,3,430,158,0,527,106,67,635,0,9,497,61,12,0,0,3029,5406.57306
P87022,221,50,124,47,0,0,0,0,0,0,125,76,0,198,11,0,74,0,1,46,15,0,0,0,705,1022.8579800000001
P87024,1659,416,929,308,0,0,0,0,0,0,964,564,0,1435,26,100,1185,0,49,859,120,6,0,0,5933,9318.7806700000019
P87025,904,171,645,85,0,0,0,0,0,0,870,236,0,896,12,38,666,0,5,530,27,6,0,0,3622,6119.25148
P87026,1520,435,858,227,0,0,0,0,0,0,608,352,0,1267,45,181,1068,5,49,728,72,5,0,0,5041,11804.202609999998
P87027,1983,730,776,434,0,0,0,0,0,0,961,526,0,1706,160,207,1607,2,48,1108,294,23,0,0,7150,15527.892300000003
P87028,766,216,449,99,3,0,0,0,0,3,294,218,0,455,3,30,640,0,31,501,26,0,0,0,2409,6366.2980000000007
P87032,617,167,339,107,0,0,0,0,0,0,830,135,0,460,17,53,565,0,13,453,60,2,0,0,2677,6012.8244900000009
P87035,915,251,526,138,0,0,0,0,0,0,690,177,0,962,51,38,842,4,0,680,58,7,0,0,3675,8693.8898099999988
P87036,284,37,222,21,0,0,0,0,0,0,131,71,0,186,10,9,112,0,0,108,3,0,0,0,803,949.47324999999989
P87039,366,72,188,106,0,0,0,0,0,0,518,201,0,402,3,10,553,4,6,424,56,0,0,0,2053,3719.96143
P87040,1760,487,872,398,0,0,0,0,0,0,955,468,0,1375,42,133,1442,0,26,1147,144,0,0,0,6175,8791.94875
P87610,763,142,501,120,0,0,0,0,0,0,610,300,0,1245,17,50,905,0,25,764,45,1,0,0,3890,7207.0315900000005
P87613,440,37,343,60,0,0,0,0,0,0,362,43,0,229,27,4,479,0,3,407,13,0,0,0,1584,2207.1132900000002
P87618,204,25,169,10,0,0,0,0,0,0,84,33,0,290,5,18,229,0,7,196,11,0,0,0,863,1324.6126299999999
P87620,1133,277,603,241,0,0,0,0,0,0,542,439,2,861,54,85,1037,0,25,805,71,0,0,0,4153,9434.79625
P87624,195,68,101,26,0,0,0,0,0,0,377,137,0,237,6,27,324,0,2,244,18,4,0,0,1303,2423.48565
P87625,416,145,235,36,0,0,0,0,0,0,191,84,0,332,38,20,257,0,11,194,4,0,0,0,1338,1571.9014900000002
P87627,73,22,39,12,0,0,0,0,0,0,136,74,0,90,1,4,111,0,3,98,0,0,0,0,489,1460.56473
P87630,452,136,260,56,0,0,0,0,0,0,386,209,0,380,2,15,492,0,23,375,33,0,0,0,1936,2508.31903
P87634,1362,347,807,202,0,0,0,0,0,0,503,349,8,1060,35,106,902,3,2,649,117,3,0,0,4325,8373.41886
P87639,266,82,129,51,0,0,0,0,0,0,220,100,0,222,13,27,179,0,0,151,12,13,0,0,1027,1940.8517499999998
P87648,50,27,17,6,0,0,0,0,0,0,30,50,0,104,23,50,180,0,5,84,9,0,0,0,487,1970.5614600000004
P87649,167,31,112,24,0,0,0,0,0,0,203,32,0,272,0,3,166,0,0,152,7,0,0,0,843,1066.07173
P87651,56,22,19,15,4,0,0,0,0,4,31,35,0,141,58,13,51,0,2,22,5,1,0,0,389,2049.70927
P87654,1142,200,755,179,7,0,0,0,4,3,466,237,3,992,28,49,934,0,12,657,180,4,0,0,3858,6331.3611200000005
P87657,357,47,210,94,0,0,0,0,0,0,275,101,0,322,5,36,249,0,0,224,4,0,0,0,1345,2531.9862700000003
P87658,430,90,294,46,0,0,0,0,0,0,323,59,0,377,17,28,348,0,0,264,67,0,0,0,1582,2954.64056
P87659,630,126,371,94,0,0,0,0,0,0,499,102,0,423,17,9,496,0,20,409,48,0,0,0,2176,4211.06603
P87660,492,89,305,87,0,0,0,0,0,0,344,135,2,353,4,3,436,0,0,413,13,0,0,0,1769,1959.06885
P87661,272,42,216,14,0,0,0,0,0,0,237,50,0,347,12,16,216,0,3,195,0,0,0,0,1150,1183.3991500000002
P88002,383,93,221,69,1,0,0,0,1,0,385,132,0,386,20,13,391,1,0,300,40,0,0,0,1711,4846.85118
P88003,1719,705,788,205,0,0,0,0,0,0,1093,512,0,1903,2,157,1370,0,10,1046,207,0,0,0,6756,12449.92936
P88005,1215,473,637,94,0,0,0,0,0,0,863,460,0,1552,39,66,1204,0,25,1014,42,8,0,0,5399,10545.724290000002
P88006,490,158,203,128,0,0,0,0,0,0,489,297,0,566,19,40,519,0,0,431,54,0,0,0,2420,5374.58829
P88007,875,291,371,191,0,0,0,0,0,0,807,241,0,685,71,104,647,0,24,524,21,15,0,0,3430,9066.87362
P88008,627,197,303,102,9,0,0,0,9,0,475,187,9,586,49,61,577,3,7,471,18,0,0,0,2580,5856.34397
P88009,130,43,72,13,0,0,0,0,0,0,99,37,0,294,3,10,128,5,1,73,40,0,0,0,701,3570.4659500000002
P88011,790,228,486,72,0,0,0,0,0,0,481,296,3,859,18,21,577,0,0,506,25,15,0,1,3045,6784.77641
P88012,541,181,279,81,0,0,0,0,0,0,478,89,0,671,29,67,447,0,1,397,13,0,0,0,2322,5307.3443000000007
P88013,1193,414,496,250,0,0,0,0,0,0,1066,405,1,1417,77,97,1228,0,10,1006,60,7,0,0,5484,10246.8716
P88014,490,127,282,72,3,0,0,0,3,0,581,327,0,468,2,22,509,0,2,403,69,7,0,0,2402,4174.6909799999994
P88015,522,162,278,81,3,0,0,0,3,0,352,162,0,689,26,103,482,0,15,388,19,0,0,0,2339,7166.47773
P88016,1350,538,555,217,2,0,0,0,2,0,421,434,0,1565,41,124,845,3,1,677,39,7,0,0,4782,12049.88059
P88017,609,178,326,101,0,0,0,0,0,0,483,196,0,712,12,21,614,0,6,530,20,10,0,0,2647,6372.07193
P88018,972,340,433,184,0,0,0,0,0,0,479,483,1,1038,44,76,890,0,20,710,48,23,0,0,3983,8967.98387
P88019,648,167,302,163,0,0,0,0,0,0,442,156,0,663,14,26,543,0,0,481,35,7,0,0,2492,4871.1903
P88020,1125,406,479,218,4,0,0,0,0,4,665,381,2,1164,34,28,750,0,10,608,39,3,0,0,4153,10436.37573
P88021,454,149,252,47,0,0,0,0,0,0,407,200,1,677,10,49,469,0,13,393,29,7,0,0,2267,5571.0474600000007
P88023,465,167,242,52,3,0,0,0,3,0,447,128,0,579,20,28,521,1,4,428,13,1,0,0,2191,4147.10173
P88024,388,186,142,49,0,0,0,0,0,0,546,147,0,404,25,23,418,1,6,329,31,0,0,0,1951,8394.87818
P88025,642,221,265,154,0,0,0,0,0,0,823,267,0,857,21,63,671,6,19,542,27,4,0,0,3344,12437.06224
P88026,3300,1273,1602,379,0,0,0,0,0,0,2511,1174,33,3903,128,113,2392,0,45,2036,73,16,0,0,13554,28084.596169999993
P88031,501,179,242,74,0,0,0,0,0,0,542,173,0,758,14,64,568,0,2,509,13,0,0,0,2620,3879.7219200000004
P88034,582,193,291,77,0,0,0,0,0,0,349,137,0,357,26,9,343,0,33,270,17,1,0,0,1803,4286.20335
P88041,372,120,180,72,0,0,0,0,0,0,270,108,0,252,21,40,160,0,11,119,9,0,0,0,1223,3633.4927599999996
P88042,398,113,214,69,0,0,0,0,0,0,399,237,0,725,3,41,546,0,20,448,9,0,0,0,2349,3982.72224
P88043,1830,501,1080,240,0,0,0,0,0,0,869,329,3,1351,7,95,1215,0,2,1019,58,24,0,3,5699,11577.05613
P88044,587,217,158,195,0,0,0,0,0,0,494,76,0,417,48,42,482,0,0,451,11,6,0,0,2146,5658.16623
P88600,25,13,8,4,0,0,0,0,0,0,76,15,0,31,2,10,24,0,1,21,1,0,0,0,183,538.61867999999993
P88606,559,196,251,109,1,0,0,0,1,0,216,187,0,538,6,75,314,1,0,260,11,4,0,0,1896,4429.1780999999992
P88607,230,43,176,11,0,0,0,0,0,0,234,139,0,253,5,0,293,0,3,263,18,2,0,0,1154,1869.9024
P88610,493,131,298,64,0,0,0,0,0,0,180,131,0,587,5,33,262,0,0,222,24,0,0,0,1691,2720.14384
P88615,157,37,76,40,0,0,0,0,0,0,192,65,0,140,7,14,106,0,4,79,3,0,0,0,681,1341.75495
P88623,361,135,189,31,0,0,0,0,0,0,305,143,0,383,9,34,393,0,3,314,18,3,0,0,1628,3513.6780200000003
P88625,859,261,351,203,0,0,0,0,0,0,579,181,0,513,16,51,625,0,16,412,96,18,0,0,2824,7369.0198999999993
P88632,2032,546,1063,404,0,0,0,0,0,0,1189,489,0,2104,25,147,1355,0,8,1144,71,22,0,3,7341,15468.45853
P89002,1018,273,472,267,0,0,0,0,0,0,612,275,0,1132,94,64,1121,0,41,941,97,0,0,0,4316,9510.16342
P89003,835,108,574,146,1,0,0,0,1,0,487,108,2,643,42,88,800,0,30,644,65,9,0,0,3006,7070.99273
P89004,788,112,403,273,2,0,0,2,0,0,726,156,0,416,53,47,493,3,41,423,13,3,0,0,2681,7929.0135699999992
P89005,291,68,178,42,3,0,0,0,0,3,492,200,0,555,47,84,545,0,26,419,22,15,0,0,2217,5307.82784
P89006,850,365,400,84,0,0,0,0,0,0,830,317,0,790,113,78,866,0,27,735,44,1,0,0,3844,7973.0328799999988
P89007,471,92,351,28,3,0,0,0,3,0,254,242,0,614,14,33,585,2,35,454,82,1,0,0,2216,7360.34149
P89008,2112,352,1368,391,16,0,0,0,15,1,1432,706,0,1835,251,144,1875,9,123,1460,158,19,0,0,8371,17651.54235
P89010,607,270,269,62,0,0,0,0,0,0,315,384,0,662,57,60,794,0,43,673,25,3,0,0,2879,5001.284349999999
P89011,410,66,293,24,25,0,0,0,13,12,132,155,0,431,31,38,456,0,12,356,37,0,0,0,1678,2730.13792
P89012,1006,323,539,141,13,0,0,0,0,13,578,452,3,1134,71,158,873,0,5,742,48,6,0,0,4288,8713.15772
P89013,1142,296,710,98,0,0,0,0,0,0,511,213,0,720,61,127,897,0,8,842,20,4,0,0,3671,6033.4229
P89014,1156,344,614,192,1,0,0,1,0,0,803,256,2,1420,106,60,1383,8,56,1140,85,3,0,0,5187,13760.64603
P89015,2516,863,1404,236,0,0,0,0,0,0,1307,731,0,2502,89,136,1892,7,18,1567,86,7,0,0,9173,15050.15239
P89016,1046,289,658,82,0,0,0,0,0,0,370,166,0,897,22,19,775,0,50,652,24,8,0,0,3295,6603.9474600000012
P89018,557,128,345,82,0,0,0,0,0,0,194,217,0,735,25,36,699,0,0,663,16,0,0,0,2463,4722.81084
P89020,754,135,525,86,0,0,0,0,0,0,392,207,0,765,20,28,774,0,35,643,55,4,0,0,2940,6566.56956
P89021,991,219,617,130,0,0,0,0,0,0,508,368,0,1294,35,57,948,7,14,759,22,3,0,0,4201,10867.844490000001
P89022,508,98,337,38,0,0,0,0,0,0,540,103,0,267,2,25,479,3,13,377,69,0,0,0,1924,4938.31797
P89023,491,85,343,63,0,0,0,0,0,0,372,123,0,785,24,29,487,0,29,422,0,0,0,0,2311,4029.4401499999994
P89025,198,25,160,13,3,0,0,0,3,0,240,113,0,272,9,18,209,0,0,191,7,0,0,0,1062,1500.12508
P89026,658,76,394,188,0,0,0,0,0,0,611,258,0,714,79,38,585,0,0,532,31,0,0,0,2943,4310.9289899999994
P89029,458,81,266,89,0,0,0,0,0,0,369,202,4,570,51,40,489,0,27,383,26,7,0,0,2183,3856.98886
P89030,243,97,133,13,0,0,0,0,0,0,81,161,0,325,33,16,297,0,14,243,22,2,0,0,1156,2209.2774200000003
P89602,556,46,405,96,0,0,0,0,0,0,243,221,0,467,30,23,429,0,23,317,35,0,0,0,1969,3665.81567
P89609,266,65,193,5,0,0,0,0,0,0,190,98,0,492,35,38,352,0,8,326,7,0,0,0,1471,2095.1097600000003
P89612,129,48,69,12,0,0,0,0,0,0,83,34,0,155,17,14,171,0,2,150,3,1,0,0,603,1215.72576
P89613,163,20,132,11,0,0,0,0,0,0,76,164,0,288,18,11,252,0,10,229,5,0,0,0,972,1870.5016200000002
P89618,260,34,181,42,0,0,0,0,0,0,83,68,0,213,7,82,118,0,0,95,16,2,0,0,831,1309.57785
P91003,519,187,253,75,0,0,0,0,0,0,481,174,0,403,12,39,469,0,21,355,28,40,0,0,2097,5242.01839
P91004,464,130,236,94,4,0,0,0,0,4,335,258,3,479,23,42,453,15,47,263,55,8,0,0,2061,7032.97978
P91006,1037,362,476,180,3,0,0,3,0,0,900,339,0,1087,86,83,1080,0,134,642,162,4,0,0,4615,18467.51384
P91007,306,84,168,54,12,0,0,0,12,0,159,178,0,291,4,48,342,0,48,221,44,0,0,0,1340,2872.6453699999997
P91008,345,138,117,79,2,0,0,2,0,0,222,130,0,202,26,18,260,0,13,154,54,0,0,0,1205,7540.81541
P91009,789,271,396,109,0,0,0,0,0,0,713,285,0,1149,26,103,1006,2,90,626,203,2,0,0,4071,11596.057410000001
P91011,191,100,61,24,1,1,0,0,0,0,264,159,0,148,22,20,236,0,18,145,23,3,0,0,1041,3101.2421799999997
P91012,648,190,250,193,0,0,0,0,0,0,403,266,0,940,23,57,712,0,42,517,85,5,0,0,3049,6130.30257
P91013,832,226,377,219,0,0,0,0,0,0,527,302,0,854,94,43,969,3,72,646,94,23,0,0,3621,7781.2759399999995
P91014,962,257,483,214,0,0,0,0,0,0,877,400,1,1433,50,102,1150,0,72,750,185,9,0,0,4975,10934.314980000001
P91016,447,219,176,51,8,0,0,1,7,0,300,188,3,402,178,28,399,0,48,278,13,5,0,0,1953,7232.27087
P91017,865,318,300,213,2,0,0,0,0,2,467,301,0,987,25,53,774,0,143,440,28,0,0,0,3474,7711.25359
P91018,1538,416,735,351,0,0,0,0,0,0,942,741,0,1741,52,245,1375,0,158,897,257,6,0,0,6634,11654.49421
P91019,581,108,375,98,0,0,0,0,0,0,212,124,0,390,0,11,452,0,60,273,70,3,0,0,1770,3572.0303199999994
P91020,675,103,406,124,0,0,0,0,0,0,236,169,0,413,19,61,427,0,18,355,15,2,0,0,2000,3085.3493299999996
P91021,1010,248,605,156,3,0,0,0,3,0,659,440,2,1276,36,65,1082,0,95,715,112,5,0,0,4573,10852.30208
P91026,766,266,230,270,0,0,0,0,0,0,579,157,0,734,36,48,1010,0,114,557,252,2,0,0,3330,6229.7064100000007
P91029,362,135,160,64,0,0,0,0,0,0,428,91,0,325,64,44,335,0,44,208,37,2,0,0,1649,4023.51609
P91032,375,104,164,105,0,0,0,0,0,0,223,117,0,322,41,44,282,0,29,148,76,2,0,0,1404,3447.9121300000006
P91035,643,159,402,61,0,0,0,0,0,0,299,240,0,641,20,62,671,0,66,450,113,2,0,0,2576,5482.16011
P91603,359,80,219,60,0,0,0,0,0,0,348,157,0,545,14,55,742,0,92,334,97,11,0,0,2220,5203.8327
P91604,1024,285,523,210,13,0,0,0,0,13,549,381,2,1052,54,56,901,0,54,451,245,4,0,0,4032,14372.083370000002
P91617,86,34,38,14,0,0,0,0,0,0,103,90,0,92,3,16,186,0,49,62,43,0,0,0,576,3134.1192199999996
P91619,258,13,172,73,0,0,0,0,0,0,239,70,3,297,4,44,390,0,7,330,3,0,0,0,1305,2109.44897
P91623,440,106,174,160,3,0,0,0,3,0,271,141,0,349,66,20,451,0,63,289,46,0,0,0,1741,4386.02542
P91625,526,68,369,89,0,0,0,0,0,0,669,237,0,475,19,37,628,0,60,461,30,18,0,0,2591,5591.6932
P91627,1008,323,434,251,0,0,0,0,0,0,351,585,0,568,26,35,461,0,39,335,50,4,0,0,3034,4447.96487
