practice,Other,Venlafaxine,Mirtazapine,Duloxetine,MAOi,Isocarboxazid,Iproniazid,Tranylcypromine,Moclobemide,Phenelzine,Citalopram,Fluoxetine,Fluvoxamine,Sertraline,Escitalopram,Paroxetine,Tricyclics,Trimipramine,Dosulepin,Amitriptyline,Trazodone,Lofepramine,Maprotiline,Mianserin,total_items,total_cost
J82184,125,41,62,22,3,0,0,0,3,0,80,93,3,200,15,8,140,0,2,105,4,6,0,0,667,2574.7873799999998
J82188,348,133,174,38,0,0,0,0,0,0,332,83,0,297,16,9,291,0,0,224,31,1,0,0,1376,2699.9405100000004
J82192,548,212,286,40,0,0,0,0,0,0,485,275,0,755,31,31,619,0,18,504,52,6,0,0,2744,11389.1255
J82194,999,384,523,82,5,0,0,0,5,0,912,360,1,930,37,59,1006,0,10,855,65,12,0,0,4309,10749.78659
J82196,1372,252,964,146,4,0,0,0,4,0,751,531,2,1499,27,74,1242,0,28,1021,142,11,0,0,5502,13850.43739
J82197,274,106,152,16,0,0,0,0,0,0,262,97,0,130,18,10,198,0,10,173,7,0,0,0,989,2830.24849
J82198,315,78,200,37,0,0,0,0,0,0,113,30,0,134,37,35,218,0,3,185,11,6,0,0,882,2059.50977
J82199,141,54,83,3,0,0,0,0,0,0,172,179,0,583,67,6,91,0,2,82,3,1,0,0,1239,2342.4064
J82201,345,112,184,42,3,0,0,0,3,0,370,150,0,335,41,23,319,5,13,272,4,1,0,0,1586,7411.73212
J82207,554,164,317,43,0,0,0,0,0,0,263,127,0,606,37,45,306,1,3,237,30,0,0,0,1938,6549.5045999999993
J82208,517,128,292,67,0,0,0,0,0,0,296,216,0,570,42,23,505,0,10,441,20,3,0,0,2169,4823.6057500000006
J82210,744,266,389,65,5,0,0,0,4,1,514,219,0,531,176,51,666,4,47,509,82,9,0,0,2906,9919.7314599999991
J82213,381,108,245,17,0,0,0,0,0,0,179,187,0,500,4,14,475,0,2,393,50,0,0,0,1740,4545.7590500000006
J82214,579,209,301,57,0,0,0,0,0,0,547,246,0,620,88,82,459,0,26,353,36,2,0,0,2621,6966.07488
J82215,485,167,296,18,0,0,0,0,0,0,364,170,0,596,12,27,522,0,39,406,38,0,0,0,2176,6153.9070499999989
J82216,688,158,456,54,0,0,0,0,0,0,493,221,1,904,24,20,637,0,16,513,48,2,0,0,2988,7457.0910499999991
J82217,143,16,120,7,0,0,0,0,0,0,11,39,0,45,1,6,16,0,0,9,7,0,0,0,261,312.59902
J82218,762,226,436,77,0,0,0,0,0,0,592,323,2,1006,84,50,836,5,20,655,23,7,0,0,3655,14183.701700000001
J82220,785,344,307,102,3,0,0,0,3,0,517,258,0,861,82,33,662,0,4,568,31,4,0,0,3201,8659.4172900000012
J82605,217,77,109,29,0,0,0,0,0,0,133,58,0,210,3,9,126,0,1,110,10,0,0,0,756,2025.85551
J82622,2504,890,1276,214,0,0,0,0,0,0,1295,775,0,2769,198,75,2137,12,27,1818,116,36,0,0,9753,32643.84961
J82625,251,34,175,40,0,0,0,0,0,0,128,86,0,306,126,10,295,0,13,233,8,0,0,0,1202,2959.1210300000002
J82628,351,89,211,49,0,0,0,0,0,0,433,176,0,298,6,33,394,0,7,348,5,2,0,0,1691,2440.4028200000002
J82630,304,90,175,39,0,0,0,0,0,0,206,78,0,333,17,19,240,0,5,204,3,2,0,0,1197,2534.9505299999996
J82633,408,88,206,110,2,0,0,0,0,2,286,141,0,398,46,10,354,0,10,249,49,3,0,0,1645,3771.7595
J82639,1466,425,866,128,6,0,0,0,6,0,1003,382,0,1074,91,87,1351,19,38,1131,46,20,0,0,5460,19592.54418
J82640,373,49,290,18,0,0,0,0,0,0,286,170,0,643,13,32,452,0,29,350,42,6,0,0,1969,4190.97451
J82646,840,309,395,111,0,0,0,0,0,0,480,322,0,592,40,34,686,1,8,586,56,11,0,0,2994,8041.6602699999994
J82663,177,72,77,10,0,0,0,0,0,0,100,59,0,300,32,10,90,0,0,70,14,0,0,0,768,2447.01134
J82669,620,301,276,36,0,0,0,0,0,0,674,239,0,626,13,14,516,0,23,440,29,6,0,0,2702,5353.6270200000008
J83001,1002,347,479,154,0,0,0,0,0,0,664,224,0,862,180,55,945,0,33,746,73,13,0,0,3932,11260.17348
J83002,1311,407,689,187,0,0,0,0,0,0,1012,434,2,1457,101,70,1454,0,60,1193,86,3,0,0,5841,9518.41319
J83003,710,284,342,84,0,0,0,0,0,0,472,262,0,946,118,67,848,0,19,703,89,2,0,0,3423,8349.03615
J83004,461,165,249,31,0,0,0,0,0,0,530,91,0,661,73,16,507,21,14,426,34,0,0,0,2339,8291.19026
J83005,684,259,272,153,2,0,0,0,0,2,694,242,3,1156,17,59,751,0,4,687,18,0,0,0,3608,5915.07533
J83006,643,144,309,172,0,0,0,0,0,0,819,260,0,514,23,48,526,0,47,413,37,0,0,0,2833,7369.3195399999995
J83007,1240,424,638,158,11,0,0,3,4,4,1074,356,0,1256,78,105,1306,0,79,1032,67,8,0,0,5426,13354.099940000002
J83008,1231,380,622,218,4,0,0,1,3,0,855,271,0,1125,170,63,1321,0,28,1145,32,8,0,0,5040,13146.08212
J83009,1750,266,1166,287,2,0,0,0,0,2,1462,548,0,1630,173,138,1449,0,43,1073,180,5,0,0,7152,9450.583950000002
J83010,1134,456,564,95,6,0,0,0,4,2,782,238,0,903,119,71,846,0,12,721,53,4,0,0,4099,9372.53855
J83011,1095,287,627,151,0,0,0,0,0,0,1055,321,5,832,20,88,986,3,53,747,36,4,0,0,4402,10284.142500000002
J83013,457,88,263,99,0,0,0,0,0,0,600,91,0,585,26,8,615,0,5,496,33,22,0,0,2382,5323.35895
J83014,1014,412,387,205,3,0,0,3,0,0,838,328,3,1292,82,62,1175,0,30,1015,96,5,0,0,4797,13360.527189999997
J83016,1981,555,1006,384,0,0,0,0,0,0,1709,630,3,1834,91,120,2142,1,122,1762,67,22,0,0,8510,22057.82543
J83018,1106,278,620,196,3,0,0,0,0,3,1119,471,0,1106,39,117,1574,0,108,1228,48,31,0,0,5535,17979.166
J83019,700,156,405,118,3,0,0,0,3,0,956,437,0,815,101,34,900,0,46,777,41,2,0,3,3946,6897.8340299999991
J83021,1581,521,779,245,5,0,0,0,2,3,933,507,2,2353,102,143,1665,1,50,1442,99,9,0,0,7291,17247.97583
J83022,681,155,266,257,0,0,0,0,0,0,358,248,4,437,170,83,630,0,42,387,122,2,0,0,2611,7200.6382999999987
J83023,324,129,128,61,0,0,0,0,0,0,675,200,0,654,83,41,542,0,30,479,15,3,0,0,2519,5617.3423599999987
J83024,1354,439,594,308,3,0,0,0,0,3,420,238,0,770,164,35,1109,4,18,845,89,19,0,0,4093,9032.6280600000009
J83025,264,58,163,40,0,0,0,0,0,0,254,100,0,231,30,30,365,0,0,304,30,1,0,0,1274,2615.6035000000006
J83026,1810,581,942,252,3,0,0,0,0,3,1381,643,0,2511,138,176,2028,8,78,1730,83,16,0,0,8690,18693.500070000002
J83027,1868,639,824,403,0,0,0,0,0,0,1181,425,4,1298,108,116,1784,19,104,1243,274,20,0,0,6784,18404.03306
J83029,868,253,574,37,0,0,0,0,0,0,760,212,0,594,15,26,803,2,10,571,147,6,0,0,3278,8049.9551199999987
J83030,2419,831,1208,362,4,0,0,0,1,3,1138,469,4,1695,188,118,2403,0,106,2028,54,3,0,2,8438,16981.53084
J83031,1650,603,764,274,5,0,0,0,5,0,873,370,0,1021,222,81,1075,0,37,838,96,13,0,1,5297,10445.20983
J83033,364,92,217,40,0,0,0,0,0,0,263,66,0,300,16,21,348,0,27,279,22,0,0,0,1378,4580.8762000000006
J83034,628,227,289,70,4,0,0,0,4,0,266,159,0,585,15,20,488,0,29,421,12,3,0,0,2165,5776.6185300000016
J83035,1484,426,649,372,0,0,0,0,0,0,922,621,0,1379,113,41,1520,0,0,1321,128,8,0,0,6080,16259.97235
J83036,819,279,311,200,13,0,0,0,0,13,651,313,0,724,53,44,1029,0,46,802,58,3,0,0,3646,8278.00271
J83037,1143,272,759,97,3,2,0,0,0,1,1362,345,0,957,123,71,1162,1,65,955,77,3,0,0,5166,14376.9986
J83038,979,229,550,191,0,0,0,0,0,0,577,340,0,1083,68,42,1189,1,12,1041,51,27,0,0,4278,8918.31626
J83039,924,406,424,93,0,0,0,0,0,0,823,274,0,970,53,21,1056,0,30,918,23,5,0,0,4121,9110.62811
J83040,1184,406,578,192,10,0,0,4,6,0,1531,573,0,1503,54,105,1458,3,76,1197,52,17,0,7,6418,20818.37741
J83041,940,378,387,154,13,0,0,13,0,0,841,315,0,1054,92,114,1187,4,121,934,44,30,0,0,4556,14327.05933
J83042,870,259,437,145,5,0,0,0,3,2,966,337,0,853,50,46,1071,2,20,906,45,2,0,0,4198,10707.16485
J83043,430,107,265,53,1,0,0,0,1,0,478,201,0,695,18,81,662,0,24,629,5,0,0,0,2566,3669.7524899999994
J83045,757,218,408,125,10,0,0,0,0,10,555,239,0,715,198,21,810,5,18,666,90,5,0,0,3305,8012.6090600000007
J83046,1325,496,587,203,21,0,0,0,21,0,961,341,12,1593,40,45,1444,0,129,1110,54,16,0,0,5782,13333.159690000004
J83047,570,107,323,136,2,0,0,0,2,0,336,209,0,490,85,74,650,0,37,472,57,20,0,0,2416,5773.55951
J83048,331,97,160,71,0,0,0,0,0,0,496,162,0,556,20,44,550,0,14,486,8,20,0,0,2159,3957.4724700000006
J83049,624,231,282,111,2,0,0,0,0,2,453,191,2,918,156,54,747,0,14,641,50,5,0,0,3147,7765.66569
J83050,506,158,235,109,3,0,0,0,3,0,420,247,0,578,53,45,699,0,31,589,7,5,0,0,2551,6438.54402
J83052,395,149,192,51,0,0,0,0,0,0,280,195,0,361,4,57,431,0,32,358,15,8,0,0,1723,4210.7810599999993
J83053,315,125,136,32,0,0,0,0,0,0,203,65,2,517,20,13,491,0,6,427,37,0,0,0,1626,4961.1540300000006
J83055,1257,399,603,221,0,0,0,0,0,0,516,378,0,1043,207,23,1008,0,30,905,29,0,0,0,4432,7378.17676
J83056,271,60,181,30,0,0,0,0,0,0,497,140,0,196,30,19,493,0,14,423,20,4,0,0,1646,2855.2260900000006
J83057,1034,238,561,207,1,0,0,0,0,1,777,336,0,978,618,37,1165,0,11,995,68,4,0,2,4946,11662.18635
J83058,288,104,142,42,0,0,0,0,0,0,263,177,0,314,56,15,333,0,47,270,2,0,0,0,1446,2183.83489
J83059,802,269,347,179,0,0,0,0,0,0,510,188,3,476,46,32,754,0,40,589,36,5,0,0,2811,7205.3637800000006
J83060,370,157,159,54,3,0,0,0,0,3,483,144,0,371,19,30,522,0,26,445,15,3,0,0,1942,2941.64261
J83064,874,289,349,233,0,0,0,0,0,0,618,351,0,650,41,51,806,0,12,634,73,2,0,0,3391,7902.56349
J83601,180,35,106,39,0,0,0,0,0,0,178,107,0,208,136,4,247,0,20,192,18,0,0,0,1060,1827.08027
J83603,184,53,78,53,0,0,0,0,0,0,382,97,0,244,91,41,203,0,9,170,5,0,0,0,1242,5255.22554
J83609,236,108,85,39,0,0,0,0,0,0,110,123,0,268,21,29,211,0,10,194,2,2,0,0,998,1761.7632200000003
J83615,267,46,127,94,0,0,0,0,0,0,204,114,0,269,110,27,295,3,9,239,34,4,0,0,1286,3568.38802
J83618,227,48,165,10,0,0,0,0,0,0,266,29,0,154,7,2,169,0,7,145,2,0,0,0,854,1501.01823
J83619,114,24,59,27,0,0,0,0,0,0,98,38,0,137,3,14,127,0,1,98,20,2,0,0,531,888.11704
J83625,533,202,263,60,31,0,0,0,31,0,457,226,0,619,109,39,595,0,30,523,10,6,0,0,2609,6038.9584100000011
J83629,126,32,44,50,0,0,0,0,0,0,88,40,0,100,0,16,118,0,16,99,3,0,0,0,488,881.32749999999987
J83630,114,67,43,4,0,0,0,0,0,0,215,58,0,109,13,4,181,0,0,165,12,0,0,0,694,1070.41985
J83633,481,182,205,79,0,0,0,0,0,0,398,243,0,482,69,32,649,0,55,531,24,6,0,0,2354,5726.4313
J83645,411,148,170,87,0,0,0,0,0,0,328,107,0,285,37,50,337,0,16,234,34,0,0,0,1555,3467.33478
J83646,477,120,286,68,0,0,0,0,0,0,458,140,1,412,61,17,385,0,4,347,22,5,0,0,1951,4620.2667400000009
J84003,291,77,179,27,0,0,0,0,0,0,568,124,0,275,14,50,424,0,9,374,27,0,0,0,1746,3467.7004799999995
J84004,767,200,299,261,0,0,0,0,0,0,772,350,0,650,145,90,1030,13,18,800,102,0,0,0,3804,12671.09757
J84005,948,272,461,205,4,0,0,0,4,0,732,213,0,838,47,63,702,0,25,562,69,5,0,0,3547,10213.961070000001
J84007,431,130,179,119,0,0,0,0,0,0,528,174,0,421,32,28,682,0,24,507,74,1,0,0,2296,4504.01942
J84008,722,221,315,164,3,0,0,0,3,0,464,208,0,381,63,37,442,0,31,330,56,0,0,0,2320,4442.82024
J84010,941,314,504,109,0,0,0,0,0,0,858,506,0,776,71,66,1238,0,7,864,199,23,0,0,4456,15303.94532
J84011,1162,282,533,322,1,0,0,1,0,0,1099,349,1,969,156,91,1509,0,29,1112,169,33,0,0,5337,11534.67562
J84012,945,232,487,221,0,0,0,0,0,0,1099,432,0,909,225,113,999,1,43,638,203,10,0,1,4722,15361.533399999998
J84013,897,267,434,189,0,0,0,0,0,0,926,525,3,755,102,94,1226,2,27,849,180,9,0,0,4528,17622.52515
J84015,630,265,245,115,5,0,0,2,3,0,689,331,0,932,255,89,746,1,17,586,76,3,0,0,3677,17862.330159999998
J84016,494,139,222,97,0,0,0,0,0,0,202,209,0,300,447,54,556,0,37,459,21,0,0,0,2262,5982.3886400000019
J84017,970,326,388,220,0,0,0,0,0,0,743,514,0,449,139,176,922,0,39,623,194,5,0,0,3913,9280.15094
J84018,358,68,206,79,0,0,0,0,0,0,183,111,0,244,128,30,367,0,12,238,81,0,0,0,1421,4057.9441800000004
J84019,804,282,357,139,0,0,0,0,0,0,1023,304,3,503,85,133,1071,3,28,839,94,11,0,0,3926,13735.981420000002
J84020,243,58,121,58,0,0,0,0,0,0,368,256,0,241,67,125,418,0,4,276,92,5,0,0,1718,4662.747980000001
K81001,503,187,255,50,5,0,0,0,1,4,670,258,2,787,13,61,508,0,14,435,22,0,0,0,2807,7416.96425
K81002,732,224,415,90,4,0,0,4,0,0,719,554,2,731,49,78,764,0,5,664,48,1,0,0,3633,13356.3949
K81003,467,159,227,74,3,0,0,0,2,1,584,353,0,678,19,87,891,3,77,718,29,10,0,0,3082,8060.1374799999994
K81004,811,216,420,157,0,0,0,0,0,0,956,511,8,1445,12,201,1143,0,27,938,79,7,0,0,5087,14720.41372
K81005,123,21,78,24,0,0,0,0,0,0,111,50,0,92,1,34,180,0,12,160,1,0,0,0,591,785.31810999999993
K81006,787,307,378,91,0,0,0,0,0,0,1099,269,0,817,32,45,814,0,19,721,33,3,0,0,3863,11145.320690000002
K81007,267,70,145,49,0,0,0,0,0,0,265,55,0,257,29,16,296,3,6,219,25,5,0,0,1185,2304.4597
K81010,209,95,104,9,3,0,0,0,0,3,239,208,6,210,17,31,327,1,2,166,90,0,0,0,1250,3956.6066
K81012,712,236,325,130,0,0,0,0,0,0,645,308,0,1007,35,171,765,8,23,586,101,8,0,0,3643,10913.09701
K81014,767,210,408,129,0,0,0,0,0,0,665,309,9,1478,85,145,821,3,36,700,20,10,0,0,4279,12160.343529999998
K81015,223,63,124,31,0,0,0,0,0,0,195,78,0,232,2,6,189,0,1,177,9,0,0,0,925,2095.30103
K81017,832,255,399,170,8,0,0,0,8,0,660,520,0,1323,23,51,1060,0,14,859,87,8,0,4,4477,10738.07343
K81018,332,120,173,34,5,0,0,3,0,2,276,86,1,389,29,20,321,5,12,229,39,5,0,0,1459,7889.5352699999994
K81019,209,54,138,17,0,0,0,0,0,0,158,68,0,162,0,12,182,0,1,142,29,0,0,0,791,1856.8269099999998
K81020,710,151,407,131,0,0,0,0,0,0,698,212,0,869,39,86,605,0,11,507,48,3,0,0,3219,9534.16071
K81021,430,104,267,58,0,0,0,0,0,0,342,183,0,393,24,28,354,3,9,227,85,0,0,0,1754,7372.8279600000005
K81022,1413,308,823,226,3,0,0,3,0,0,1141,236,7,1705,36,212,1172,0,36,909,127,6,0,0,5925,22402.42413
K81024,1141,370,618,97,0,0,0,0,0,0,687,268,2,1065,20,59,1021,0,8,745,128,4,0,0,4263,7543.8728299999984
K81025,680,237,318,109,6,0,0,3,3,0,904,367,0,988,49,82,835,0,40,701,39,2,0,0,3911,11484.961750000002
K81026,242,43,153,42,13,0,0,0,13,0,244,93,0,166,13,15,236,0,11,212,1,0,0,0,1022,2012.5661400000004
K81027,1211,478,560,163,0,0,0,0,0,0,1051,344,0,1056,47,187,1364,3,90,943,271,20,0,0,5260,10401.66571
K81028,320,51,217,46,0,0,0,0,0,0,343,92,0,279,26,20,305,0,5,241,44,0,0,0,1385,4285.32289
K81030,831,264,487,73,0,0,0,0,0,0,1239,431,0,945,11,90,935,0,6,807,42,4,0,0,4482,9200.4216000000015
K81034,423,113,272,31,0,0,0,0,0,0,249,145,0,350,30,58,422,0,4,317,75,0,0,0,1677,2650.4958199999996
K81036,359,140,177,35,1,0,0,0,0,1,316,224,2,575,12,32,439,0,5,317,76,8,0,0,1960,6756.5261500000006
K81039,1144,485,560,71,0,0,0,0,0,0,588,321,0,545,2,63,666,0,24,380,187,7,0,0,3329,5137.0423599999995
K81040,594,156,368,65,0,0,0,0,0,0,320,359,0,727,8,60,689,0,26,556,39,10,0,0,2757,7936.3786800000007
K81041,301,65,164,62,0,0,0,0,0,0,381,169,15,643,14,27,454,0,20,335,21,2,0,0,2004,6905.6038299999991
K81042,248,56,174,17,10,0,0,0,3,7,326,114,0,375,25,19,418,4,5,349,45,5,0,0,1535,8436.9011099999989
K81043,899,244,547,48,0,0,0,0,0,0,589,285,0,752,24,179,683,0,3,485,137,0,0,2,3411,4816.1013
K81045,478,125,272,74,0,0,0,0,0,0,398,202,2,716,2,68,643,1,38,429,63,2,0,0,2509,7295.1649000000007
K81046,240,67,144,26,0,0,0,0,0,0,208,131,0,235,0,44,194,0,3,158,9,0,0,0,1052,3766.8933700000002
K81047,669,173,381,85,3,0,0,3,0,0,822,302,1,1049,10,60,915,2,25,704,124,0,0,0,3831,24205.31349
K81048,540,123,288,129,0,0,0,0,0,0,395,143,0,432,0,73,417,0,9,325,22,11,0,0,2000,4546.9276999999993
K81050,523,250,191,67,0,0,0,0,0,0,713,372,0,731,52,93,707,0,17,554,36,14,0,0,3191,8906.5249899999981
K81051,620,241,325,43,1,0,0,1,0,0,551,252,0,526,5,35,732,1,36,548,53,5,0,0,2722,9342.42323
K81052,281,88,157,30,0,0,0,0,0,0,314,179,0,379,9,18,393,0,26,340,8,0,0,0,1573,3312.9822799999997
K81055,398,167,188,38,8,0,0,3,0,5,264,93,0,497,46,33,417,8,14,289,58,3,0,0,1756,7748.88494
K81056,225,73,130,13,0,0,0,0,0,0,202,126,0,222,8,47,296,0,5,263,3,0,0,0,1126,2561.0484500000002
K81057,401,119,250,22,0,0,0,0,0,0,515,196,0,396,2,23,376,0,7,306,27,4,0,0,1909,11574.617709999999
K81059,313,80,165,62,0,0,0,0,0,0,422,250,0,547,8,57,457,3,19,362,13,22,0,0,2054,7019.96579
K81060,305,138,114,44,0,0,0,0,0,0,378,147,0,386,19,24,380,0,14,310,40,2,0,0,1639,6838.5501
K81062,563,130,317,111,1,0,0,0,0,1,527,252,6,861,29,105,683,0,1,574,21,6,0,0,3027,8509.97897
K81063,1326,325,798,160,4,0,0,0,4,0,1107,740,0,1494,16,217,1292,1,19,945,205,17,0,0,6196,16361.490830000002
K81066,874,224,506,125,0,0,0,0,0,0,748,200,3,761,111,44,693,3,14,555,83,0,0,0,3434,10639.8188
K81068,289,82,164,40,0,0,0,0,0,0,334,169,0,399,19,28,394,3,11,305,47,1,0,0,1632,7805.15437
K81069,605,221,288,66,0,0,0,0,0,0,632,261,5,643,21,76,695,2,86,498,48,1,0,0,2938,10642.86664
K81070,607,274,285,38,0,0,0,0,0,0,565,330,0,529,23,71,590,6,20,434,63,7,0,0,2715,9396.10725
K81073,1186,328,678,177,0,0,0,0,0,0,1205,539,3,1536,40,120,1373,0,48,1032,139,6,0,0,6002,15182.5642
K81074,353,143,175,33,2,2,0,0,0,0,507,256,3,450,52,35,301,0,11,235,26,0,0,0,1959,5787.78035
K81075,1433,578,675,156,3,0,0,0,3,0,1188,464,3,1043,55,129,1181,0,25,915,129,4,0,0,5499,10644.90718
K81076,321,75,206,35,3,0,0,0,0,3,416,132,0,408,24,27,290,5,10,188,37,1,0,0,1621,10257.24894
K81077,614,223,326,60,7,0,0,4,0,3,697,208,0,1069,22,151,781,4,11,571,38,10,0,0,3549,12924.49666
K81078,629,165,309,136,0,0,0,0,0,0,496,171,0,836,44,76,490,7,12,362,65,1,0,0,2742,14898.553540000003
K81080,156,53,93,10,0,0,0,0,0,0,131,68,0,244,17,8,226,0,30,176,8,0,0,0,850,2462.27046
K81081,68,22,39,7,0,0,0,0,0,0,81,64,0,114,0,12,63,0,0,61,0,0,0,0,402,2096.2403
K81082,816,286,386,137,3,0,0,0,0,3,565,147,0,539,9,33,725,2,27,467,92,5,0,0,2837,7805.6469400000005
K81083,474,118,308,32,3,0,0,0,0,3,290,81,20,337,18,26,579,0,26,405,115,0,0,0,1828,4701.2577
K81084,316,116,151,35,0,0,0,0,0,0,321,138,0,305,25,47,189,0,2,135,31,3,0,0,1341,3797.3835599999998
K81085,265,48,173,41,0,0,0,0,0,0,77,68,0,228,42,18,215,0,12,153,0,0,0,0,913,1221.4882300000002
K81086,318,93,199,12,0,0,0,0,0,0,296,143,0,193,1,42,333,0,0,293,28,0,0,0,1326,2303.2279200000003
K81087,258,91,137,25,0,0,0,0,0,0,255,118,0,319,6,5,283,0,6,217,37,1,0,0,1244,2752.03567
K81089,247,59,176,8,0,0,0,0,0,0,195,43,1,150,12,7,253,0,2,237,7,1,0,0,908,1242.46812
K81092,285,112,123,45,0,0,0,0,0,0,470,172,2,572,4,39,370,0,20,303,20,3,0,0,1914,4667.12349
K81094,145,19,109,17,0,0,0,0,0,0,151,71,0,117,7,0,121,0,3,107,6,0,0,0,612,890.39994000000024
K81097,420,148,219,49,3,0,0,0,0,3,315,114,0,357,3,45,246,3,0,162,63,1,0,0,1503,4063.2233799999995
K81100,106,24,48,34,0,0,0,0,0,0,121,47,0,309,6,27,176,0,16,142,8,4,0,0,792,1646.8991199999998
K81102,459,176,210,67,0,0,0,0,0,0,607,258,0,894,17,57,667,0,6,585,7,5,0,0,2959,6196.68128
K81103,367,185,126,52,0,0,0,0,0,0,529,233,4,510,78,20,508,3,25,337,54,7,0,0,2249,5453.59338
K81605,796,249,378,142,0,0,0,0,0,0,926,532,2,1747,54,139,827,18,11,654,57,0,0,0,5023,12143.974889999998
K81607,55,10,19,22,0,0,0,0,0,0,79,10,0,90,4,2,162,0,0,143,14,0,0,0,402,832.82956
K81608,117,37,60,20,0,0,0,0,0,0,140,115,0,92,7,31,233,0,1,211,2,0,0,0,735,1073.70453
K81610,1076,393,550,93,2,1,0,0,1,0,898,519,2,1209,36,54,1084,0,26,926,40,5,0,0,4880,14735.446549999999
K81613,113,18,76,14,0,0,0,0,0,0,84,76,0,142,16,12,284,0,4,243,14,1,0,0,727,1384.23791
K81616,51,9,34,8,0,0,0,0,0,0,65,40,0,35,3,0,99,0,1,83,14,0,0,0,293,546.52709
K81622,66,8,55,1,0,0,0,0,0,0,51,19,0,42,2,13,73,0,3,51,4,3,0,0,266,638.02953
K81630,888,204,551,111,0,0,0,0,0,0,694,207,3,757,21,36,795,0,19,475,216,0,0,0,3401,11037.2251
K81633,527,97,349,65,0,0,0,0,0,0,428,185,0,537,10,69,509,0,25,433,26,0,0,0,2265,6392.0301800000007
K81636,284,79,184,13,0,0,0,0,0,0,152,211,1,343,0,54,287,0,10,235,15,0,0,0,1332,3819.43775
K81638,89,32,43,14,0,0,0,0,0,0,195,61,0,186,5,15,148,0,0,145,1,0,0,0,699,1203.4698399999997
K81644,799,225,464,108,3,0,0,0,0,3,794,353,0,915,39,81,717,0,27,595,44,6,0,0,3701,12411.50852
K81645,261,80,161,17,0,0,0,0,0,0,228,45,0,87,7,33,294,0,0,216,31,6,0,0,955,1381.1112600000001
K81651,485,122,257,83,0,0,0,0,0,0,401,200,3,548,31,58,520,0,7,408,42,9,0,0,2246,5853.8335300000008
K81655,138,55,56,27,0,0,0,0,0,0,207,94,0,211,5,8,206,0,11,128,35,0,0,0,869,2174.29534
K81656,167,32,113,22,2,0,0,0,2,0,142,142,0,182,9,5,284,0,2,245,9,9,0,0,933,2072.90892
K81657,168,37,109,18,0,0,0,0,0,0,143,40,3,145,41,12,161,2,5,116,36,0,0,0,713,2045.3667400000004
K82001,293,99,137,55,0,0,0,0,0,0,429,139,0,258,36,63,495,0,45,327,57,28,0,0,1713,6169.05151
K82003,433,79,233,121,0,0,0,0,0,0,559,300,0,862,48,46,925,0,19,817,48,17,0,0,3173,5794.1595899999993
K82004,334,138,161,34,3,0,0,3,0,0,520,204,0,287,2,32,405,0,8,348,15,3,0,0,1787,10161.392010000001
K82006,255,71,134,44,7,0,0,0,0,7,397,147,0,386,3,48,458,3,15,356,49,3,0,0,1701,6734.81967
K82007,1095,383,570,135,12,0,0,3,9,0,2045,746,2,1726,138,120,1972,6,66,1557,166,15,0,0,7856,22226.76652
K82008,253,96,135,20,0,0,0,0,0,0,359,103,0,223,48,20,392,0,14,228,98,8,0,0,1398,6659.3376499999995
K82009,273,80,113,73,0,0,0,0,0,0,671,247,2,428,25,32,653,0,12,566,44,7,0,0,2331,5457.8089899999995
K82010,312,105,187,19,0,0,0,0,0,0,416,132,0,214,0,17,360,0,11,283,24,3,0,0,1451,4291.5434799999994
K82011,230,80,125,21,3,0,0,3,0,0,260,97,0,243,13,21,275,2,12,237,11,0,0,0,1142,15405.99989
K82012,259,109,120,20,0,0,0,0,0,0,344,102,0,241,5,32,310,2,25,231,16,0,0,0,1293,4067.9038199999995
K82013,721,130,395,177,5,0,0,2,3,0,581,328,1,726,28,107,1002,0,0,778,169,16,0,0,3499,10527.105329999999
K82014,200,88,83,27,3,0,0,0,2,1,320,166,0,210,0,29,239,0,9,211,6,0,0,0,1167,2146.09091
K82015,326,113,146,67,1,0,0,0,1,0,605,212,6,513,28,67,623,0,6,508,98,1,0,0,2381,5436.46572
K82016,536,175,260,93,9,0,0,0,9,0,1561,439,2,914,52,41,1242,0,43,1062,75,13,0,0,4796,10944.236509999999
K82017,376,154,172,38,0,0,0,0,0,0,511,141,0,286,2,38,601,0,61,464,30,1,0,0,1955,8278.2907600000017
K82018,689,209,368,108,0,0,0,0,0,0,617,372,1,1061,11,65,1388,9,6,982,245,17,0,0,4204,13184.08022
K82019,546,282,206,58,0,0,0,0,0,0,858,258,0,637,17,40,712,0,26,544,87,0,0,0,3068,7132.8449
K82020,234,84,121,17,0,0,0,0,0,0,270,94,1,298,4,13,311,0,18,243,37,5,0,0,1225,4237.0096300000005
K82021,575,227,306,37,6,0,0,0,3,3,712,211,0,564,32,73,649,3,26,509,36,13,0,0,2822,9595.6918799999985
K82022,291,127,131,32,0,0,0,0,0,0,387,136,0,426,7,58,499,1,25,406,17,3,0,0,1804,5567.391450000001
K82023,722,279,366,74,7,0,0,0,4,3,1107,309,0,1040,66,113,1089,11,41,801,144,11,0,0,4453,21091.905229999997
K82024,311,138,144,23,0,0,0,0,0,0,535,273,1,603,14,53,586,34,29,447,31,12,0,0,2376,7892.0427499999987
K82025,458,109,226,120,0,0,0,0,0,0,770,218,0,710,20,43,701,0,4,639,35,0,0,0,2920,5979.4850899999992
K82026,567,166,231,155,0,0,0,0,0,0,848,230,0,609,18,31,907,0,39,766,80,4,0,0,3210,7023.68937
