practice,Other,Venlafaxine,Mirtazapine,Duloxetine,MAOi,Citalopram,Fluoxetine,Fluvoxamine,Sertraline,Escitalopram,Paroxetine,Tricyclics,Trimipramine,Dosulepin,Amitriptyline,Trazodone,Lofepramine,Maprotiline,Mianserin,total_items,total_cost
A84020,2630,697,1478,425,1,2507,2249,0,2737,27,170,4637,0,124,3721,527,105,0,0,14958,41868.521420000048
A84022,5084,1423,2821,779,54,3155,1205,0,4262,139,124,5200,0,149,4056,595,79,0,63,19223,54548.681260000005
A84024,2082,364,1340,322,0,2566,2433,0,2751,141,245,3595,8,305,2845,237,61,0,0,13813,39838.309889999982
A84025,1823,455,1084,275,0,1643,1152,0,1982,48,197,1836,0,235,1386,134,24,0,0,8681,28847.184760000007
A84026,4209,1305,2291,588,8,3568,1617,0,3346,56,274,5221,26,115,3765,1010,117,0,8,18299,66680.194239999983
A84027,843,200,437,189,0,1331,1270,0,404,55,220,1360,0,50,1149,108,13,0,0,5483,8945.4987900000087
A84028,9876,3013,5142,1554,6,5777,4851,15,6791,171,686,10243,0,287,7573,1159,395,0,0,38416,93851.910799999969
A84029,689,184,195,296,0,750,671,0,717,97,105,1364,0,26,1152,134,36,0,0,4393,9625.9816099999953
A84030,3996,1161,2107,705,11,2381,1564,0,3992,37,89,3774,6,281,2656,427,50,0,0,15844,49199.044429999958
A84031,2208,529,1298,357,14,1315,1309,4,2257,30,284,2354,0,37,1983,122,31,0,0,9775,29416.43155000003
A84032,914,171,448,295,0,1017,261,0,743,46,96,1432,0,72,1019,250,53,0,0,4509,10268.977940000008
A84033,1430,259,975,177,0,2653,713,0,1968,29,398,2130,0,185,1457,347,91,0,0,9321,24452.21931
A84034,1967,339,1419,204,0,978,1056,0,2817,148,246,2965,0,253,2037,486,40,0,0,10177,21183.070269999982
A84035,1190,392,707,91,1,1820,1533,0,1838,28,258,2683,0,69,2248,261,30,0,0,9351,18380.350690000007
A84036,10035,2839,5604,1490,74,8462,5778,0,7857,72,672,11836,0,353,9315,1661,47,0,0,44786,95741.8947399999
A84037,2588,745,1113,712,0,2381,787,0,1525,67,103,2801,0,120,2204,327,60,0,0,10252,27690.642560000015
A84038,4716,1106,2537,879,6,1739,2321,14,3311,1,149,3875,0,140,2653,790,17,0,0,16132,36580.542100000013
A84039,1970,543,1082,265,0,1359,641,15,2310,68,202,1589,0,60,1060,248,72,0,0,8154,28370.935490000014
A84040,1026,340,397,278,0,1358,1044,0,389,68,154,1452,0,66,1063,259,0,0,0,5491,16005.986799999999
A84042,515,210,222,83,0,715,189,0,503,18,33,597,0,196,371,16,0,0,0,2570,4918.1609000000026
A84043,4990,1349,2756,768,26,5319,3384,0,4495,142,417,7067,5,61,5736,752,148,0,0,25840,82402.071310000028
A84044,3062,1082,1165,720,7,3102,1747,0,2442,14,244,3450,13,52,2355,825,26,0,0,14068,46610.936689999973
A84045,1385,414,764,207,55,1347,1479,0,1590,53,164,2027,0,31,1554,294,98,0,0,8100,19029.802819999986
A84047,825,240,387,155,2,1503,940,2,1222,113,268,2152,0,60,1846,106,26,0,0,7027,15908.270250000001
A84604,350,119,142,89,0,912,397,0,550,28,27,644,0,47,443,77,30,0,0,2908,6041.1188099999954
A84609,363,120,120,123,0,326,218,0,304,26,49,463,0,12,371,68,4,0,0,1749,3964.1270200000004
A84614,555,199,324,32,0,778,351,0,442,0,56,762,0,21,444,217,6,0,0,2944,8078.4475799999982
A84619,1317,514,647,138,0,998,793,0,842,6,28,1407,0,16,1072,179,42,0,0,5391,14056.994110000007
A85001,3173,366,1728,1019,20,1595,1688,0,2381,195,268,3155,0,89,2246,647,75,0,0,12475,42254.497199999983
A85002,2152,276,1590,271,27,1119,401,0,1158,70,34,1448,0,23,1072,313,14,0,0,6409,14609.036970000003
A85003,3299,474,2041,768,0,1443,1508,11,1761,33,268,2450,0,165,1717,454,12,0,0,10773,26244.763990000018
A85004,5879,1075,3630,1112,9,4157,2701,0,4847,412,875,5558,6,39,4464,520,171,0,0,24438,56110.320179999988
A85005,11692,2184,7589,1777,11,5187,3517,14,6363,315,698,8178,66,341,5538,1797,139,0,0,35975,105312.18039000007
A85006,4610,1274,2291,959,52,3098,2353,0,3433,279,222,4252,0,87,3344,611,10,0,0,18299,43439.811919999978
A85007,3664,677,2283,681,107,2160,2262,0,2072,94,255,3006,0,280,1819,550,66,0,0,13620,39420.71825
A85008,9560,1852,5874,1743,116,4080,4199,0,7905,119,380,9326,34,201,6302,2204,71,0,0,35685,120015.92043000003
A85009,4030,742,2389,876,0,1483,2131,0,3466,145,304,4022,1,123,2667,1019,94,0,0,15581,41829.11668
A85010,4341,805,2369,1025,0,3526,1728,0,3126,246,376,3649,0,206,2140,1062,33,0,0,16992,45111.781929999983
A85011,5297,1244,3206,765,14,2908,2468,0,4044,72,305,4855,0,36,3734,679,112,0,0,19963,39778.208030000023
A85012,2772,414,2019,338,0,761,2002,0,2502,170,151,2935,13,222,2188,385,13,0,0,11293,31749.209830000029
A85013,1097,224,807,66,4,898,1235,0,443,17,51,1451,0,52,1164,125,41,0,0,5196,9196.874989999993
A85014,3494,342,2148,984,0,1820,1880,0,2647,61,288,3067,0,261,2249,410,40,0,0,13257,27337.422100000014
A85016,6383,1329,4150,867,50,3413,4190,110,6471,381,438,8154,11,83,5879,1345,230,0,0,29590,64356.350560000043
A85017,2141,389,1275,470,12,1531,869,14,2261,93,148,2570,0,60,1955,334,83,0,0,9639,22562.398789999977
A85018,3123,749,1795,514,0,1282,820,0,1572,155,33,2503,0,40,1587,653,18,0,0,9488,25528.277310000019
A85019,3333,412,2294,586,0,2886,1925,0,2710,52,421,5112,28,229,3588,822,235,0,0,16439,70873.307400000034
A85020,5640,1049,3495,1004,18,2564,3111,10,3631,144,383,5831,15,162,3600,1624,38,0,0,21332,94082.327319999866
A85021,1543,231,960,285,0,373,537,0,373,0,138,1237,9,91,937,83,37,0,0,4201,8665.7124699999968
A85023,4899,615,3549,704,0,1437,1626,14,3291,35,188,4627,0,160,3205,948,84,0,0,16117,32846.00011
A85024,1164,302,689,161,27,570,383,0,1392,12,43,2068,0,25,1553,428,36,0,0,5659,19931.958530000004
A85026,1922,520,1074,294,0,1987,1295,6,2699,59,190,2554,0,87,1952,412,55,0,0,10712,16885.912409999975
A85609,269,24,159,60,0,391,153,6,122,46,3,381,0,0,321,34,10,0,0,1371,3933.7224799999995
A85611,1957,548,981,380,7,1617,1577,0,2438,83,231,2806,0,156,2129,270,27,0,0,10716,25031.217620000003
A85614,2262,547,1063,599,0,795,893,9,2020,51,95,2686,0,0,1974,425,107,0,0,8811,21034.32649
A85616,2092,281,1422,379,7,847,851,0,1045,9,93,1868,0,45,1478,202,21,0,0,6812,14158.275699999991
A85617,1499,559,751,168,0,990,550,0,1262,166,124,1309,0,0,1108,130,1,0,0,5900,12950.209579999999
A85620,1870,379,881,560,7,1924,970,0,1221,137,110,1747,0,18,1354,231,79,0,0,7986,19059.204359999992
A86003,13911,3753,6149,3624,96,6774,5204,0,10649,640,520,11553,0,547,6308,3965,325,0,0,49347,110669.44971999999
A86004,5426,1243,3623,503,0,2472,2699,0,2762,72,320,4162,0,219,2842,670,225,0,0,17913,56607.623810000041
A86005,3823,435,2548,761,0,3124,1163,0,2837,79,88,3499,63,225,2189,763,13,0,0,14613,37759.06044000003
A86006,2171,731,1275,159,0,2384,691,0,1132,50,120,2126,0,191,1557,257,22,0,0,8674,19959.416980000009
A86007,652,225,351,76,0,436,635,0,629,62,30,201,0,0,150,14,14,0,0,2645,5559.6064599999954
A86008,4467,698,2610,1123,0,3322,2152,4,2853,211,237,3986,12,206,3120,460,2,0,0,17232,52203.88209
A86010,3219,789,1845,523,26,2763,2082,0,2361,86,273,2558,0,160,1978,318,70,0,0,13368,33120.14105000002
A86011,6622,1014,4348,1192,0,2666,3325,0,5964,81,196,7552,0,435,6060,624,40,0,0,26406,49362.314549999952
A86012,4030,1121,2622,287,0,1568,1177,0,2733,0,155,3321,0,23,2624,534,33,0,0,12984,25862.317229999997
A86013,4453,1285,2629,495,0,3380,2263,0,2284,209,265,3721,0,435,2661,432,77,0,0,16575,32636.290880000008
A86015,1805,527,931,304,6,1866,1178,0,1644,92,120,1804,0,78,1329,272,53,0,0,8515,29871.800380000008
A86016,2780,328,1869,565,0,2729,1064,0,1900,73,370,3149,11,268,1705,767,94,0,0,12065,33625.08188000002
A86017,11559,3137,7134,1266,16,3602,3864,0,4404,379,474,6647,0,327,3841,1944,106,0,0,30945,75305.099339999913
A86018,4036,803,2623,519,4,2554,2204,0,3032,135,302,3228,0,205,2361,497,56,0,0,15495,47445.433359999988
A86020,942,326,573,43,15,900,291,0,1002,70,22,760,0,22,653,82,0,0,0,4002,11000.661629999995
A86021,7986,1907,5281,781,7,4449,3398,0,4341,117,443,6555,0,215,3914,1631,320,0,10,27296,65553.586280000018
A86022,3793,1274,2008,407,6,3469,1706,0,2575,112,215,3265,25,239,2012,801,51,0,0,15141,46963.92806999998
A86023,7152,2046,3558,1453,5,3201,1691,0,3271,426,194,4939,0,227,3193,1289,119,0,0,20879,48924.113340000011
A86024,4821,815,2932,787,0,3036,1845,0,3107,41,356,4126,0,227,2364,1411,79,0,0,17332,37869.887699999985
A86025,9999,2906,5329,1700,0,5240,3308,12,5513,361,591,9418,0,453,6482,1787,337,0,0,34442,74111.527080000029
A86026,4502,1231,2676,508,0,2908,1859,0,2407,63,341,4316,0,130,3324,727,55,0,0,16396,41249.284529999975
A86027,418,198,185,35,0,751,558,0,574,55,70,296,0,26,212,25,0,0,0,2722,6894.1989200000025
A86028,1446,261,623,521,0,1771,716,0,905,56,95,1065,0,0,815,155,12,0,0,6054,11679.55262
A86029,14144,2603,9325,2055,10,6993,4804,0,6878,306,730,10674,0,355,7713,1930,264,0,0,44539,92750.806269999812
A86030,6698,1520,4004,1136,58,3883,2322,4,4401,165,177,9035,0,190,6117,1548,384,0,0,26743,68274.41223
A86031,4293,1136,2407,636,7,1851,980,2,3122,45,221,2890,0,185,2192,169,165,0,0,13411,30552.61484
A86033,1375,364,889,117,0,1492,519,0,732,35,67,849,0,86,662,67,16,0,0,5069,12043.125670000007
A86035,600,59,365,151,0,795,508,0,683,29,21,492,0,16,337,76,1,0,0,3128,11949.535070000005
A86036,3784,1589,1553,589,0,2400,1127,0,3073,132,215,2858,0,65,2185,393,42,0,7,13589,36986.650880000037
A86037,4715,1092,3153,402,1,1863,1908,0,2701,52,62,3400,0,72,2326,711,104,0,0,14702,32360.310210000003
A86038,4800,1086,3025,539,3,3304,1640,1,2861,27,197,3603,0,281,2502,487,148,0,0,16436,35866.935699999973
A86040,7541,998,5470,792,0,3070,2025,0,3449,46,147,6104,0,57,4294,1395,143,0,0,22382,54765.443549999931
A86041,2431,369,1484,562,14,2624,1178,0,1062,54,343,2158,0,13,1433,503,63,0,0,9864,25809.196869999978
A86601,4446,1214,2749,469,0,2452,2756,5,2080,151,95,3521,0,235,2315,735,76,0,0,15506,39483.013370000059
A87002,3114,551,2121,430,0,3112,1537,13,2650,17,293,3626,0,71,2855,352,217,0,0,14362,28225.897439999964
A87003,5299,1244,3460,480,0,4021,2394,0,3137,47,786,5266,0,125,3938,810,106,0,0,20950,45085.05592999998
A87004,7621,1870,4261,1480,71,3669,2743,0,7538,117,342,8271,4,344,6209,1174,69,0,0,30372,79693.770230000024
A87005,4054,1336,1760,931,0,2999,2014,52,2882,686,227,3812,28,357,2647,426,60,0,0,16726,62076.480419999971
A87006,2057,519,1189,349,0,1986,1329,0,1807,34,95,1735,10,169,1218,213,38,0,0,9043,28223.704420000016
A87007,5077,1187,2597,1217,12,4038,2253,0,3115,91,272,5103,0,117,3693,775,100,0,0,19961,49288.587310000039
A87008,2450,810,1251,267,17,2013,1240,0,1477,150,117,2159,0,187,1562,196,29,0,0,9623,24047.949430000015
A87009,6707,1748,3501,1299,9,6511,2111,0,3512,459,394,5740,14,254,4789,516,36,0,0,25443,61721.037709999982
A87011,2171,369,1129,643,0,1789,575,0,2460,145,266,2199,0,71,1811,166,34,0,0,9605,31334.866700000013
A87012,6155,1031,4402,641,0,4615,1275,0,3162,157,247,5887,0,89,4082,1351,156,0,0,21498,47745.315200000005
A87013,4914,835,3221,832,15,2540,1743,0,3314,7,117,5084,4,99,3478,1121,26,0,8,17734,41982.82713000002
A87015,2890,1005,1472,409,0,2762,1199,0,2003,105,229,3171,0,31,2515,338,133,0,1,12359,30129.517070000024
A87016,4724,1198,2527,936,13,4051,2252,0,3180,46,323,4877,0,342,3414,615,151,0,0,19466,37388.680920000006
A87017,2596,624,1451,465,0,1636,906,0,1884,39,106,2616,0,36,1907,522,21,0,0,9783,22333.421840000017
A87019,2919,545,1676,698,0,2246,868,0,1775,71,157,2763,1,7,2157,318,131,0,0,10799,25182.319879999985
A87020,2579,491,1538,537,0,1907,1723,0,1891,27,174,2585,7,68,1968,311,141,0,0,10886,30561.443970000022
A87022,2887,314,1744,803,0,1890,847,0,2089,41,255,2889,0,31,2388,186,21,0,0,10898,27786.315319999969
A87023,2744,386,1205,1153,0,1673,1258,0,2126,105,194,3136,0,214,2504,234,12,0,0,11236,29238.774890000004
A87027,2627,707,1490,417,12,2669,1506,0,2636,89,142,3229,0,192,2332,557,9,0,0,12910,27155.370899999994
A87029,3720,754,2369,560,0,2159,1187,0,2750,16,293,3614,1,40,2655,721,54,0,0,13739,29362.85293999995
A87030,2948,679,1560,709,0,2564,1167,0,2136,37,267,2714,0,62,2067,418,17,0,0,11833,24207.2373
A87600,1102,165,765,166,13,1027,1143,0,882,47,76,1405,0,64,1151,42,9,0,0,5695,13996.947409999993
A87612,2684,775,1383,519,26,1650,1766,0,2452,13,251,3295,0,85,2555,442,62,0,0,12137,23227.821119999979
A87615,1702,375,1022,305,8,1175,874,0,2324,0,3,2098,0,82,1424,543,32,0,0,8184,19532.755449999997
A88001,1728,301,1217,210,0,1036,542,0,1354,104,19,1483,0,5,1298,132,12,0,0,6266,10191.581479999999
A88002,8046,1300,5108,1468,1,6223,3730,0,7671,118,461,8421,17,206,5757,1526,171,0,0,34671,82831.402469999928
A88003,7192,1121,4678,1311,0,3244,2870,13,4913,54,291,6689,7,38,5673,583,44,0,0,25266,69861.836119999993
A88004,2659,457,1695,447,19,3967,1546,6,2652,238,319,3012,0,42,2233,511,38,0,0,14418,41244.241000000031
A88005,3429,774,1929,707,5,1225,710,0,2063,296,243,1977,24,0,1296,398,103,0,0,9948,26412.91624
A88006,2950,748,1783,411,0,1976,1550,0,2502,57,406,3533,6,134,2845,456,51,0,0,12974,35090.698000000004
A88007,4722,746,3247,565,46,2885,1824,0,3314,85,221,3266,26,65,1846,1068,39,0,0,16363,46666.286590000047
A88008,2340,455,1522,293,11,3976,1666,6,1761,244,118,2722,0,121,1868,396,88,0,0,12844,25566.274970000002
A88009,1380,334,779,227,0,1535,968,0,1553,114,68,1881,0,2,1511,173,53,0,0,7499,18387.83678999999
A88010,2389,444,1457,239,10,1498,800,0,1628,65,156,1862,0,33,1579,39,89,0,0,8408,15270.966549999997
A88012,3247,491,2232,524,0,2801,1268,0,2595,102,505,2647,0,58,2103,297,104,0,0,13165,25764.854929999998
A88013,8633,1616,5054,1889,1,5230,3909,24,7662,331,313,8570,0,126,6506,1343,81,0,0,34673,87754.918419999973
A88014,1107,83,859,152,0,364,682,0,437,185,23,711,53,0,520,79,26,0,0,3509,22761.89195999999
A88015,4289,582,2931,767,0,2655,1581,0,2649,120,159,4782,70,155,2786,1524,29,0,0,16235,44511.038589999989
A88016,2836,690,1823,315,8,2402,1370,0,2319,56,239,2703,0,50,2005,313,21,0,0,11933,33319.774779999978
A88022,3772,560,2582,535,44,3099,1854,2,3418,113,297,3569,0,112,3002,273,21,0,0,16168,43260.653300000005
A88023,1788,277,949,554,0,2434,859,0,1676,73,165,2266,9,47,1418,682,30,0,0,9261,27001.985859999993
A88025,1641,291,1199,134,0,1339,952,0,1338,14,371,1831,0,11,1519,162,53,0,0,7486,23411.55196
A88601,1430,92,1179,135,1,621,616,0,1358,34,142,1102,0,8,812,194,61,0,0,5304,10949.194490000003
A88603,907,108,693,106,0,607,634,4,865,51,65,754,0,0,621,117,5,0,0,3887,9107.0836199999976
A88608,1821,492,1077,252,0,1670,1422,0,1604,76,85,2158,0,52,1745,129,50,0,0,8836,19345.507390000013
A88613,1142,199,866,74,0,1013,1122,0,1368,30,214,1709,0,27,1189,394,22,0,0,6598,23920.71916000003
A89001,8597,1961,5557,1000,0,5867,4130,19,7902,261,776,8354,6,262,6564,1060,248,0,0,35906,67955.26042
A89002,2801,507,2059,171,13,1646,1046,0,1460,131,55,1855,0,126,1512,102,52,0,0,9007,13970.993929999991
A89004,10466,2160,6536,1531,0,5750,2726,0,6531,171,822,7365,52,178,5632,762,47,0,0,33831,114062.12813999999
A89005,3150,597,1991,541,0,3374,1697,0,2289,262,141,3259,33,48,2558,392,32,0,0,14172,45346.492430000042
A89006,3639,511,2506,542,13,3841,1681,0,3478,177,107,4000,0,178,3143,484,1,0,0,16936,28224.549689999985
A89007,4041,1074,2395,442,57,3272,1694,0,4134,374,336,3756,0,766,2379,243,29,0,0,17664,38677.772620000018
A89008,2952,589,1891,279,0,2641,1857,0,2003,95,337,3015,0,98,2311,386,21,0,0,12900,22832.851969999992
A89009,3513,735,2354,402,1,2651,2182,8,3478,19,321,6355,0,127,4862,957,203,0,0,18528,39544.225819999985
A89010,5550,1997,3171,374,6,5158,2357,0,2967,252,357,5401,0,32,4230,727,44,0,0,22048,62840.700829999958
A89011,2451,597,1202,647,0,3044,1039,0,1184,62,194,1646,0,0,1325,76,0,0,0,9620,18603.58688
A89012,4961,634,3622,641,0,3477,2203,0,2944,1035,920,4411,0,78,3677,340,15,0,0,19951,36180.90831
A89013,6249,898,4061,1011,0,2799,1372,14,2722,215,268,3721,65,31,2877,463,37,0,0,17360,44530.436780000025
A89015,3039,775,2017,229,8,2734,1835,0,2041,271,214,2327,0,164,1790,59,113,0,0,12469,28867.464350000009
A89016,3114,899,1869,327,0,3016,1456,0,2185,247,549,4334,7,646,2975,454,83,0,16,14901,38527.795509999982
A89017,6356,1376,4373,580,2,4358,3087,0,3747,424,359,5646,23,341,4625,253,113,0,0,23979,58823.240409999955
A89018,3249,796,2214,231,13,1987,1203,0,1298,241,184,1696,0,43,1214,251,3,0,0,9871,20159.668790000032
A89019,7494,1826,4368,1127,0,2559,4399,0,5212,238,828,6566,0,580,4622,810,334,0,0,27296,53471.18701999999
A89020,4524,913,2876,629,0,3605,2035,0,2796,203,239,3831,55,601,2337,488,88,0,0,17233,41402.888000000021
A89021,5942,2136,2656,1007,7,3567,1809,0,3405,59,293,4543,13,159,3224,646,148,0,0,19625,48834.270009999935
A89022,2796,211,1718,688,0,2407,1212,0,1438,382,823,2540,0,59,2065,387,0,0,0,11598,24448.953900000011
A89023,4442,1206,2471,727,0,3062,1504,30,2290,163,441,4535,0,213,3486,390,119,0,0,16467,35118.760739999983
A89024,3778,824,2641,311,2,2950,2855,2,1406,169,406,3824,0,184,3037,372,53,0,0,15392,30587.956690000035
A89025,6990,1302,4322,1152,13,3888,3378,0,5894,332,542,6419,6,128,4749,1143,14,0,0,27456,54790.648140000005
A89026,1245,232,892,99,0,1716,414,0,577,53,55,1257,0,25,993,84,53,0,0,5317,8843.025300000003
A89027,3708,582,2582,529,0,4215,1454,0,2199,121,601,3919,0,98,2990,607,73,0,0,16217,33160.205140000013
A89028,3828,932,2013,804,0,4097,1425,0,3115,78,193,3012,0,183,2229,259,15,0,0,15748,32093.005429999987
A89030,5224,1492,2770,801,0,2957,2621,1,2608,124,85,4416,0,89,2511,1334,170,0,0,18036,34732.052729999989
A89031,1875,326,1401,87,0,2192,1379,5,1223,57,499,3017,0,7,2779,73,5,0,0,10247,15558.789269999994
A89032,3125,549,1942,589,0,2635,1822,10,2358,99,253,3367,0,205,2808,133,71,0,0,13669,28590.009679999977
A89034,1404,532,723,128,0,826,543,0,536,618,86,652,0,67,324,97,30,0,0,4665,10311.95648000001
A89035,3830,589,2551,586,0,4249,2260,0,2565,145,402,5495,0,89,4672,417,50,0,0,18946,34741.789070000013
A89036,1123,338,607,151,0,850,595,0,786,36,117,1336,0,176,902,240,0,0,0,4843,7638.0891499999943
A89040,2721,574,1971,147,0,1266,729,0,1093,30,109,1617,0,89,1476,31,0,0,0,7565,11851.686900000002
A89041,4629,1051,2910,601,49,3273,1546,0,3479,280,455,2810,8,72,2330,209,0,0,0,16521,35945.403809999996
A89603,765,124,552,89,0,1283,328,0,294,2,392,819,0,156,621,0,0,0,0,3883,5499.6147000000028
A89604,3837,667,2847,319,0,1664,2494,0,2393,213,145,3405,0,180,2117,661,119,0,0,14151,24087.627180000007
A89614,2328,510,1274,501,11,1377,774,0,2281,52,266,2105,0,97,1677,115,81,0,0,9194,18577.475920000019
A89616,910,258,526,98,1,1025,556,0,826,83,44,1403,0,0,1350,47,0,0,0,4848,8200.5100299999958
A89617,1431,418,909,87,0,1266,712,23,904,45,153,1796,0,87,1412,278,1,0,0,6330,12357.70184999999
A89623,603,129,461,13,0,733,175,0,266,46,127,687,0,23,626,26,0,0,0,2637,4720.6584400000011
B81002,1142,305,394,340,0,1438,1310,0,345,36,71,1105,0,67,1012,2,0,0,0,5447,11050.115790000003
B81003,3932,1176,2129,475,0,5168,2063,2,3365,35,382,5324,31,410,4102,508,24,0,0,20271,43660.477530000011
B81004,4391,1721,1903,741,0,7198,1600,17,3996,297,572,6280,0,373,4972,519,89,0,0,24351,92764.668859999918
B81005,3928,1403,1901,596,11,4743,4867,0,2809,374,604,6131,12,336,5362,177,56,0,14,23467,50588.601469999965
B81006,2540,535,1489,507,13,1593,1328,0,1618,80,167,3677,1,210,3093,56,30,0,0,11016,32101.941889999995
B81007,1586,703,563,282,0,3425,1858,0,1618,378,277,4638,0,200,3868,388,35,0,0,13780,29223.865209999964
B81008,8981,2757,4211,1791,0,9115,4111,8,6370,2157,628,11080,82,246,9980,155,63,0,0,42450,107337.52771999982
B81009,1684,457,753,474,0,2816,1048,0,2637,143,138,3298,0,63,2969,72,4,0,0,11764,34259.271609999982
B81010,3793,1448,1625,498,0,4092,1676,0,3975,244,269,3377,0,106,3034,53,13,0,0,17426,40230.034500000016
B81011,3647,1159,1900,587,0,3160,1608,0,2192,130,475,4630,6,73,4054,171,54,0,1,15842,34069.330200000033
B81012,1411,332,941,123,0,1449,503,0,899,0,120,1837,28,158,1369,217,9,0,0,6219,20149.644420000011
B81013,1790,562,891,337,0,2620,1361,0,2232,108,173,3966,0,278,3188,310,4,0,0,12250,27045.10781
B81014,2385,425,1533,414,0,2532,944,0,1733,52,123,2696,10,153,1997,353,39,0,0,10465,45338.072710000008
B81015,4438,1266,2291,787,0,5432,2874,0,3854,50,503,6435,4,320,5370,567,26,0,0,23586,44619.263339999954
B81016,3195,818,1840,296,13,2439,1174,0,2391,27,231,3615,2,91,2728,579,43,0,0,13085,35261.38915
B81017,3224,802,2035,377,0,2364,1065,0,2157,35,185,3062,0,153,2558,128,62,0,0,12092,19963.26135999999
B81018,3140,826,1902,381,0,3298,942,0,2969,77,207,4799,0,75,4395,158,78,0,0,15432,27842.256559999998
B81020,2188,546,1261,358,0,2814,1114,0,2441,41,76,3009,9,27,2726,81,0,0,0,11683,28386.819709999956
B81021,2440,1140,905,380,0,1972,898,0,2246,45,167,2420,0,135,1892,193,17,0,0,10188,30246.992509999993
B81022,3170,888,1438,818,0,4336,4741,0,4297,598,472,6788,0,318,5621,365,0,0,13,24402,50961.646550000049
B81023,1756,358,1107,216,0,1801,627,0,1422,439,128,2496,0,303,1774,363,0,0,0,8669,19581.563220000018
B81024,1722,749,627,262,0,1925,868,0,793,54,75,2033,0,165,1774,15,0,0,0,7470,21869.919040000008
B81025,5749,2511,1896,1139,0,5669,2126,0,3061,287,360,7156,0,210,6109,170,62,0,0,24408,78437.786909999966
B81026,4924,1088,2814,988,13,5014,4927,17,4791,696,314,8267,24,236,6977,776,54,0,0,28963,112928.1699599999
B81027,3431,1107,1811,348,0,4072,1963,0,1804,134,574,4657,0,125,4336,112,0,0,0,16635,28974.867660000036
B81029,2961,1670,950,329,0,3091,1688,0,3554,53,172,4279,14,166,3644,226,36,0,0,15798,51005.212569999981
B81030,1733,346,980,382,3,3760,1577,15,2087,39,370,4253,33,176,3540,313,40,0,0,13837,55149.119930000023
B81031,1831,530,977,292,0,4689,1710,0,1167,29,155,4891,0,171,3523,1011,12,0,9,14472,36246.705910000026
B81032,3071,330,2674,67,0,685,677,0,947,86,199,2157,0,66,2003,14,12,0,0,7822,9257.9730600000039
B81034,4425,2436,945,1037,4,3742,1730,0,2219,150,167,5731,0,532,4607,54,33,0,0,18168,58252.487920000043
B81035,1781,543,834,383,0,2391,1253,0,1054,21,186,2469,0,81,2053,153,19,0,0,9155,21247.680489999992
B81036,3334,1395,1523,401,0,4868,1867,0,3241,535,179,5318,0,209,4550,209,68,0,0,19342,50909.819339999987
B81037,4260,1660,2003,503,0,5499,2054,10,3134,243,343,6724,18,333,5696,94,69,0,0,22267,66682.40183
B81038,2442,541,1562,312,0,2088,1918,0,3390,100,270,4090,3,189,3615,91,67,0,0,14298,35149.76183000001
B81039,4090,1174,2201,592,14,5858,3560,23,4251,107,1112,7748,17,670,5993,638,31,0,0,26763,73829.494859999919
