practice,Other,Venlafaxine,Mirtazapine,Duloxetine,MAOi,Citalopram,Fluoxetine,Fluvoxamine,Sertraline,Escitalopram,Paroxetine,Tricyclics,Trimipramine,Dosulepin,Amitriptyline,Trazodone,Lofepramine,Maprotiline,Mianserin,total_items,total_cost
G82688,775,191,441,137,0,1695,507,0,853,249,54,1157,0,68,968,0,15,0,0,5290,11428.601300000002
G82690,349,41,195,94,0,838,124,24,221,163,56,762,55,53,512,14,0,0,0,2537,12974.561049999995
G82691,831,278,372,167,11,939,318,0,1018,66,42,970,0,82,672,0,0,0,0,4195,11644.667549999993
G82693,2752,824,1183,717,9,3992,2136,0,2419,173,396,3238,4,160,2478,234,39,0,5,15115,70402.872069999983
G82696,787,251,314,222,0,843,351,0,262,81,22,592,0,148,315,12,0,0,0,2938,14598.915739999997
G82697,1290,274,592,422,0,2054,948,0,1127,105,68,1957,0,53,1739,0,0,0,0,7549,19247.339969999979
G82698,632,279,225,128,0,567,197,0,315,97,83,589,7,44,419,14,0,0,0,2480,8998.7332400000014
G82700,739,126,477,131,0,1085,331,0,560,94,92,796,0,42,677,15,0,0,0,3697,11592.793929999996
G82702,772,120,556,96,0,817,323,0,618,41,14,652,0,52,575,0,0,0,0,3237,5408.0449700000008
G82704,853,373,270,210,0,1310,899,0,630,81,90,1157,13,78,906,13,0,0,0,5020,24722.384410000002
G82706,552,129,305,108,0,729,281,0,527,145,18,636,0,25,520,0,0,0,0,2888,6146.5692600000011
G82708,1048,347,444,248,0,702,645,0,855,193,41,647,0,62,475,13,0,0,0,4131,8667.7592400000012
G82711,526,136,211,138,0,1118,388,18,499,95,60,926,20,7,812,25,13,0,0,3630,14967.977050000018
G82719,332,98,96,137,0,417,340,0,306,82,62,375,0,9,274,22,6,0,0,1914,8477.6649300000063
G82721,503,113,182,208,0,821,396,0,743,149,119,833,0,37,651,13,0,0,0,3564,8751.88841
G82722,444,129,123,185,0,609,294,0,316,406,18,525,24,1,391,19,0,0,7,2612,23294.06587
G82726,935,235,417,257,6,1279,309,0,548,17,179,746,11,54,577,21,12,0,0,4019,16194.327630000005
G82727,1416,336,782,290,0,2298,877,0,1391,167,110,2147,4,57,1777,68,19,0,0,8406,23175.553060000006
G82729,1571,363,816,378,0,3014,592,0,1982,152,105,2262,0,124,1870,58,14,0,0,9678,23536.020719999979
G82730,978,337,351,248,3,1858,774,0,1838,449,88,1771,14,158,1413,23,20,0,0,7759,35595.730250000015
G82732,1384,421,688,275,0,1356,452,0,793,189,100,1135,24,131,821,0,0,0,0,5409,22143.863600000004
G82733,526,57,330,130,0,1323,288,0,524,99,65,502,0,26,431,6,1,0,0,3327,7982.980280000008
G82735,1838,462,908,441,0,2222,1009,0,1215,150,149,2047,0,153,1578,24,10,0,0,8630,19152.976520000007
G82737,492,136,252,94,0,1281,387,0,667,103,98,1108,8,60,891,9,3,0,0,4136,21960.003649999995
G82741,367,207,96,64,0,239,368,0,664,15,104,398,0,6,305,0,8,0,0,2155,6975.0288099999971
G82744,1186,253,772,161,12,1545,158,0,714,70,35,825,0,51,621,71,1,0,0,4545,10548.396950000008
G82751,1008,380,440,168,0,1518,814,0,1114,130,122,1593,0,20,1344,39,28,0,0,6299,15237.730290000009
G82753,2979,328,1839,804,0,1774,1521,0,1431,288,124,3251,20,334,2642,29,57,0,0,11368,43181.856110000015
G82754,593,321,196,65,0,1424,356,0,375,139,110,1173,32,22,1008,13,0,0,0,4170,24046.565340000023
G82757,895,153,389,353,0,763,287,0,609,100,53,688,0,63,483,9,1,0,0,3395,8643.8058000000055
G82760,1066,169,573,324,0,614,289,0,553,251,63,702,0,122,418,19,94,0,0,3538,10362.549780000008
G82762,225,88,116,21,0,514,284,0,59,0,170,219,0,36,142,0,0,0,0,1471,2961.1073499999998
G82763,215,27,139,49,0,647,181,0,236,17,13,574,0,3,531,15,0,0,0,1883,3290.7289399999995
G82768,1606,380,825,338,0,1343,310,1,992,310,99,1268,0,70,908,86,6,0,0,5929,21682.051850000003
G82775,572,112,368,79,0,669,329,0,372,77,31,497,0,23,383,2,11,0,0,2547,7206.0951100000011
G82777,431,161,187,21,0,780,148,0,423,73,47,680,0,70,586,1,0,0,0,2582,6789.5002899999945
G82780,1772,744,758,222,0,2696,661,22,2094,280,347,2247,57,100,1806,67,54,0,0,10119,27380.438929999997
G82790,1749,249,1045,455,0,2130,1081,0,1087,454,98,2481,0,720,1134,14,16,0,0,9080,17185.536020000003
G82791,833,92,370,359,40,500,624,0,947,1196,111,1270,71,70,956,3,11,0,0,5521,24937.844089999991
G82793,527,41,356,130,0,591,199,0,614,240,48,824,14,88,593,9,8,0,0,3043,11226.181570000002
G82796,1184,262,733,177,13,1865,583,0,1090,480,120,2064,0,116,1750,35,10,0,0,7399,24970.902420000039
G82799,814,54,509,251,6,1120,283,0,794,39,85,780,0,133,558,30,0,0,0,3921,8288.82054
G82802,511,100,308,101,0,782,671,0,544,333,35,1090,0,56,939,15,8,0,0,3966,10777.108849999999
G82808,2305,848,1158,275,15,2194,874,0,2220,292,280,2353,52,149,1960,56,0,0,0,10533,36281.694470000031
G82809,2306,881,863,446,13,2704,1576,0,2313,196,242,2589,16,124,2037,37,52,0,0,11939,44183.010159999976
G82820,1080,334,538,208,14,1725,592,0,1355,278,237,1939,23,74,1674,4,0,0,0,7220,25562.402069999993
G82888,1005,340,420,212,18,655,346,0,1092,347,59,860,19,40,595,35,0,0,0,4382,18010.663930000002
G83001,2330,757,1120,453,9,2942,1083,37,1880,52,308,1802,6,78,1529,21,1,0,0,10443,33811.722800000025
G83002,1456,350,938,151,0,1386,631,0,1256,84,148,1269,13,30,944,60,62,0,0,6230,23117.915089999991
G83003,685,82,458,145,0,1075,542,4,554,104,57,628,6,31,510,28,8,0,0,3649,15522.09659
G83004,2682,968,1555,159,0,2573,1653,1,2424,292,432,3465,22,171,2986,15,52,0,0,13522,45812.192770000016
G83005,1318,568,412,282,0,1494,591,0,631,100,267,1432,0,29,1109,22,54,0,0,5833,18448.37424999999
G83006,1980,632,1221,116,43,2909,1930,0,2213,86,430,2773,11,76,2433,20,17,0,0,12364,43357.895710000026
G83009,1644,327,1186,131,11,2177,682,0,1119,82,100,2077,0,51,1788,76,12,0,0,7892,22945.954379999996
G83010,2380,722,1414,221,11,2326,1551,40,1914,87,244,2736,1,94,2181,81,34,0,0,11289,39385.961980000015
G83012,3001,1190,1622,189,0,1993,1232,0,2554,45,217,3409,0,0,3114,35,14,0,0,12451,24162.130280000005
G83013,691,171,444,64,0,1260,502,0,969,96,137,609,0,10,480,36,12,0,0,4264,11717.558740000008
G83015,1468,361,953,154,0,1036,356,83,706,82,113,943,12,42,723,32,34,0,0,4787,32674.711320000009
G83016,1911,627,1009,258,11,1274,516,6,1276,127,374,1199,0,15,995,11,32,0,3,6694,24827.796920000008
G83018,2809,901,1701,150,0,2533,1391,0,2065,44,313,2713,42,186,2178,64,72,0,0,11868,31209.121029999991
G83019,1759,567,914,255,3,2348,848,8,1975,299,365,1835,13,86,1618,14,4,0,0,9440,28521.059899999986
G83021,1610,576,910,120,0,2576,946,9,1864,194,343,1658,0,87,1353,42,45,0,5,9200,23165.029689999996
G83022,147,43,87,17,0,262,180,3,109,3,46,135,4,0,118,0,0,0,0,885,6372.9056599999985
G83024,469,211,217,41,0,652,204,0,600,4,35,1056,0,35,915,7,0,0,0,3020,9747.55139000001
G83025,1210,270,781,158,0,2374,698,0,1416,110,176,1977,0,33,1743,75,13,0,0,7961,21802.298479999976
G83026,1578,517,827,232,0,822,937,7,799,35,84,1323,0,0,1250,19,0,0,0,5585,12424.432890000004
G83027,3164,1290,1280,594,4,2721,1414,0,2658,145,541,2808,0,60,2585,23,35,0,0,13455,35210.950760000014
G83028,1356,329,818,145,0,2199,1082,0,967,62,162,1877,0,35,1593,11,85,0,0,7705,20804.66301
G83029,1106,417,543,144,11,1029,434,6,655,79,160,1621,19,65,1310,22,1,0,0,5101,24531.32714
G83030,691,176,291,224,0,602,752,0,898,224,170,647,0,0,536,13,53,0,0,3984,7962.6022499999981
G83031,1730,378,1082,267,0,1551,731,0,1421,150,161,1352,4,6,1278,5,11,0,0,7096,19706.772240000017
G83033,292,92,179,21,0,660,384,0,670,18,73,433,7,0,333,12,12,0,0,2530,9698.1695499999951
G83034,973,297,590,72,0,487,442,5,461,160,59,798,19,103,601,14,0,0,14,3385,17726.780650000026
G83037,730,133,516,29,0,845,309,0,719,12,24,1096,8,16,1003,1,0,0,0,3735,10148.86734000001
G83039,2462,609,1704,123,0,2138,768,21,1045,66,75,1634,0,11,1426,15,8,0,3,8209,23668.378199999985
G83044,1826,658,1009,145,0,1147,1060,0,2371,23,559,1686,0,35,1501,30,33,0,0,8672,22667.613409999987
G83046,1039,263,651,125,0,1422,454,0,942,98,64,921,7,59,714,7,2,0,0,4940,15344.550279999998
G83047,2187,360,1312,493,53,2321,839,0,1289,225,122,1606,16,39,1304,90,53,0,0,8642,36595.911759999981
G83049,1923,673,1037,154,0,1050,1236,0,1402,150,235,1795,1,57,1451,9,26,0,0,7791,20361.290240000009
G83052,1871,475,934,454,50,1123,1015,0,2010,139,218,2362,0,71,2055,38,77,0,0,8788,25549.147669999988
G83053,2228,817,1231,174,0,3856,1506,0,2240,311,288,3065,0,89,2378,218,8,0,0,13494,36119.872860000025
G83057,1818,414,1137,222,51,1920,1278,0,2477,165,283,2583,0,259,2061,15,16,0,0,10575,26901.780019999995
G83058,1290,356,713,215,0,1565,265,0,819,106,126,1064,27,80,825,16,26,0,0,5235,21585.067479999994
G83060,744,255,341,148,0,1031,342,2,1360,75,109,916,0,42,832,39,0,0,0,4579,11369.500060000002
G83061,1681,568,982,114,0,1694,797,0,1857,151,441,1998,0,331,1317,76,60,0,0,8619,23323.366029999997
G83062,1081,348,634,98,0,1178,639,0,1104,129,137,1304,0,32,1046,13,0,0,0,5572,15267.647110000002
G83065,1513,432,907,157,0,2402,764,17,1484,117,36,1287,0,21,986,53,70,0,0,7620,29031.069910000009
G83066,3246,496,2385,356,6,2120,1094,0,3358,140,349,2575,48,106,1801,34,70,0,0,12888,37193.14145000001
G83067,5690,1359,3473,853,8,4584,3043,55,5027,414,933,4895,15,174,4238,75,103,0,0,24649,58270.859240000005
G83628,711,98,473,139,6,1069,915,3,1019,167,142,1289,0,8,1163,35,0,0,0,5321,17662.489850000009
G83630,614,161,417,36,0,1208,691,9,1049,34,113,1181,0,9,1122,8,7,0,0,4899,12788.181050000012
G83631,544,211,207,126,0,990,302,3,619,43,67,729,1,38,661,2,22,0,0,3297,11081.184830000006
G83633,430,143,239,32,0,631,145,0,432,0,49,701,0,0,641,24,0,0,0,2388,9741.8448400000034
G83635,387,125,216,34,0,878,204,0,326,120,60,1011,0,28,961,6,0,0,0,2986,7206.2388199999968
G83641,207,141,43,23,0,480,35,0,55,24,15,327,0,5,306,15,0,0,0,1143,2955.9002599999994
G83642,1614,588,830,164,23,2089,939,0,1735,173,104,1725,0,149,1377,2,14,0,0,8402,21148.562920000026
G83647,760,109,557,83,0,721,469,28,722,76,171,862,0,38,798,12,0,0,0,3809,10851.528599999996
G83651,644,219,317,94,0,560,487,4,671,524,167,688,0,8,622,11,9,0,0,3745,10667.216659999982
G83654,472,186,194,92,0,982,225,0,261,33,43,416,0,0,347,30,0,0,0,2432,7479.4470599999977
G83663,337,89,176,72,0,894,340,0,195,8,76,787,0,0,733,22,0,0,0,2637,6019.2871599999989
G83672,492,204,185,103,0,660,275,0,197,50,25,425,0,0,422,0,0,0,0,2124,4720.0441400000018
G83673,1024,382,517,81,0,1050,358,0,597,30,33,605,0,33,496,6,11,0,0,3697,9281.9985999999972
G83680,1703,423,1168,102,0,2831,1670,30,2110,134,504,2938,1,83,2644,30,0,0,0,11920,33058.27718
G84001,1499,509,811,152,31,2049,918,18,1603,79,210,1839,24,69,1400,36,43,0,0,8246,43783.760150000053
G84002,958,278,528,144,12,1739,491,0,1145,119,137,1618,20,33,1234,61,6,0,0,6219,33496.937149999991
G84003,2266,664,1277,310,9,2099,698,0,1570,184,357,2728,35,47,2210,44,3,0,0,9911,47798.149939999952
G84004,1383,514,694,173,0,1912,597,0,1150,479,157,1455,22,31,1018,15,12,0,9,7133,33317.44219
G84005,1006,234,688,65,8,1254,539,0,712,14,99,861,30,23,534,37,0,0,0,4493,28195.081229999996
G84006,1418,483,798,136,0,1388,650,0,1169,250,278,1430,29,104,926,64,13,0,0,6583,47486.067209999928
G84007,1369,469,606,274,0,1931,596,0,1189,78,154,1744,13,138,1193,86,11,0,0,7061,35119.349369999989
G84008,697,204,465,28,0,802,187,0,593,51,50,578,0,21,437,37,0,0,3,2958,21741.467139999993
G84009,422,158,191,62,0,438,68,0,536,26,6,480,7,47,303,2,0,0,0,1976,8687.6077300000034
G84010,1640,705,826,93,25,2305,604,0,1285,123,150,1860,0,126,1359,74,19,0,0,7992,36015.035469999952
G84011,458,134,222,99,0,1954,304,0,600,78,58,865,9,84,607,55,4,0,0,4317,28308.84834
G84013,327,64,214,49,0,318,123,0,251,4,39,199,8,0,146,0,0,0,0,1261,7506.02433
G84015,1364,438,720,186,0,1937,459,0,735,375,189,1537,144,88,969,59,16,0,0,6596,79377.3797700001
G84016,1667,453,1082,114,5,2562,659,3,1317,244,220,1604,40,6,1218,40,12,0,1,8281,63357.495149999981
G84017,1272,399,664,185,12,1339,467,0,1209,312,99,1733,108,81,1192,25,13,0,0,6443,77274.844780000014
G84018,1102,255,731,80,0,1173,394,0,490,196,90,1032,11,42,827,18,4,0,0,4477,32657.751509999987
G84019,2098,603,1294,201,1,2087,886,0,1735,120,213,2147,23,80,1649,40,3,0,0,9287,44784.70173999999
G84020,759,335,394,30,0,1447,428,0,772,65,58,1038,46,8,729,12,13,0,0,4567,46423.656549999978
G84021,1034,411,464,118,24,1291,316,0,1061,147,107,916,58,15,649,36,17,0,0,4896,50613.905160000075
G84022,657,113,493,51,0,912,376,0,390,78,57,756,3,16,658,1,0,0,0,3226,7622.34565
G84023,1780,385,1251,131,0,1744,713,0,891,551,104,1849,53,69,1327,82,15,0,0,7632,46139.536039999963
G84024,1269,320,781,155,7,1320,391,9,1158,96,86,1192,91,61,754,61,1,0,0,5528,54321.355499999932
G84025,927,273,508,145,0,1146,557,0,445,105,57,889,12,109,536,57,2,0,0,4126,23927.755059999992
G84027,2240,582,1167,436,16,2710,1025,20,1852,362,182,2062,36,125,1462,64,13,0,0,10469,75277.978879999922
G84028,1027,213,663,110,0,680,512,0,1369,478,45,1176,15,149,807,32,7,0,0,5287,30008.27851
G84029,797,260,413,124,26,437,375,0,700,48,11,822,4,53,581,8,13,0,0,3216,16970.938289999973
G84030,390,115,200,56,11,1016,409,6,341,139,36,812,19,26,619,21,6,0,0,3160,28926.009790000004
G84032,1374,336,897,111,0,1803,444,0,1149,202,76,1404,12,10,1022,49,13,0,0,6452,26680.467389999998
G84033,690,169,410,100,0,1596,243,1,698,552,33,835,22,44,610,5,0,0,0,4648,24964.728599999969
G84035,694,100,505,77,0,1133,176,5,446,406,43,760,37,48,540,10,14,0,0,3663,26740.291990000031
G84039,245,129,106,10,0,425,360,0,139,33,74,258,0,7,198,0,0,0,0,1534,6027.1957400000047
G84040,1084,273,711,87,17,1690,387,0,1037,92,124,1445,4,202,1020,21,0,0,0,5876,31612.108370000013
G84041,251,102,121,28,0,259,646,0,174,13,48,561,0,1,546,12,0,0,0,1952,3386.9110499999997
G84604,471,150,265,56,0,758,283,0,345,21,73,465,14,23,346,21,5,0,0,2416,16121.864500000005
G84607,768,244,492,32,6,1037,317,0,576,38,61,887,0,55,596,99,0,0,0,3690,17086.422330000023
G84609,309,56,205,36,0,429,218,0,452,146,29,475,7,0,384,0,0,0,0,2058,14157.209530000002
G84621,228,62,127,39,0,501,153,0,124,13,34,339,12,15,185,1,0,0,0,1392,17308.41772
G84624,224,83,141,0,0,236,41,0,197,4,20,301,0,18,196,2,0,0,0,1023,2844.0518100000008
G84625,534,164,315,29,0,410,77,0,541,23,11,576,0,32,393,116,0,0,0,2172,9285.2769999999946
G84627,762,208,424,124,12,1331,346,0,633,344,59,1093,14,111,768,48,0,0,0,4580,27553.053720000044
G84628,358,76,242,40,6,465,154,0,259,51,36,348,1,27,292,12,0,0,0,1677,5601.9132300000047
G84629,1353,154,1146,48,5,854,292,5,856,112,55,838,5,11,675,62,0,0,0,4370,13753.078140000014
G84630,212,72,101,37,0,398,144,0,331,33,27,335,9,16,245,4,11,0,0,1480,7258.6264299999939
G85001,1856,312,1250,243,13,1776,619,5,1945,227,262,1579,10,77,1227,87,0,0,0,8282,27862.521989999997
G85002,1247,245,891,106,0,1147,389,0,2383,272,189,1614,0,244,1219,71,8,0,0,7241,19110.690879999995
G85003,687,215,391,81,0,1011,294,0,802,147,55,611,0,9,513,47,0,0,0,3607,9584.0387799999935
G85004,1416,447,809,145,0,1132,544,13,1928,96,83,1381,5,12,1163,95,1,0,0,6593,36070.250640000013
G85005,2076,672,1168,214,0,1467,741,0,2335,278,189,2550,3,98,2040,174,21,0,0,9636,36586.53534
G85006,1930,365,1270,267,0,1247,707,0,1237,92,77,1951,0,58,1790,1,0,0,0,7241,10913.320629999998
G85008,615,185,351,79,0,311,209,0,282,16,21,316,0,1,268,0,7,0,0,1770,5565.2853499999983
G85010,339,51,163,121,5,321,124,0,191,85,1,114,0,4,98,3,0,0,0,1180,4269.1975700000021
G85011,1827,432,1191,170,0,2284,678,15,2107,324,113,1453,9,17,1285,70,24,0,0,8801,32148.428350000009
G85013,1919,466,1311,141,0,2287,456,0,1075,59,205,1895,0,62,1367,139,73,0,0,7896,17696.342170000007
G85014,1617,418,1044,140,0,1782,487,4,1706,69,216,1777,10,23,1494,67,58,0,0,7658,19141.158330000013
G85015,2029,619,1003,391,0,1322,525,0,997,104,172,1654,0,92,1376,98,8,0,0,6803,26408.193979999996
G85016,2187,575,1277,262,5,2285,761,5,1959,147,150,1659,6,143,1107,45,71,0,0,9158,23058.560670000013
G85019,663,109,432,122,0,802,32,0,369,24,6,786,0,29,741,4,0,0,0,2682,4183.80455
G85020,237,55,155,27,0,141,230,0,466,4,58,370,0,7,314,0,6,0,0,1506,2804.8294499999979
G85021,2561,460,1842,255,0,1516,741,0,1227,194,115,1944,59,163,1651,53,13,0,0,8298,31324.969710000005
G85022,1712,263,1226,209,0,1274,387,0,1520,148,62,1927,0,214,1305,172,63,0,0,7030,21331.071880000025
G85023,897,200,557,140,0,1105,297,8,1064,87,89,680,0,14,582,14,0,0,2,4227,12313.008480000004
G85024,1497,322,975,179,0,1464,542,1,2161,85,146,1981,0,156,1582,126,33,0,0,7877,23816.498200000013
G85025,1496,219,980,285,56,1079,587,0,1210,43,216,1271,16,108,1036,81,1,0,0,5958,19437.021880000004
G85026,276,54,141,72,0,299,77,0,190,41,21,315,0,13,255,21,12,0,0,1219,6664.90571
G85027,607,218,312,64,0,595,459,0,1123,56,62,1116,13,4,982,18,24,0,0,4018,25032.51915
G85028,3023,591,1962,453,0,2029,1151,0,2058,62,189,2528,149,41,2014,19,9,0,11,11040,35624.003149999968
G85029,673,131,465,77,0,756,229,0,290,42,104,924,6,84,782,24,7,0,0,3018,10078.735379999998
G85030,781,104,566,111,0,623,372,0,460,47,15,927,0,94,766,9,0,0,0,3225,7192.2157200000011
G85031,1214,432,673,104,1,1154,203,0,928,70,11,1051,0,60,904,72,0,0,0,4632,9982.4976400000032
G85032,1587,475,946,153,21,1348,385,0,1066,81,43,1076,7,22,977,24,10,0,0,5607,23029.698289999989
G85034,12139,2465,7477,2048,21,8741,4177,10,10123,1185,792,11648,55,595,10058,202,169,0,0,48836,142616.11023999998
G85035,1017,308,644,65,8,1080,344,6,960,93,128,864,20,48,709,30,8,0,0,4500,29621.744799999982
G85036,1136,315,586,216,0,812,353,1,790,53,22,1092,13,35,971,27,12,0,0,4259,19296.107419999971
G85038,1321,350,717,248,0,1264,724,18,1685,241,196,1280,0,30,1114,37,13,0,0,6729,20314.742709999991
G85039,2726,422,1818,468,13,2778,882,1,1937,317,219,2654,0,200,1978,45,15,0,0,11527,28835.268840000015
G85040,1230,195,620,411,0,1121,379,0,1022,86,24,1184,0,53,1075,27,6,0,0,5046,12311.567349999983
G85041,1651,210,1308,133,6,901,236,0,826,119,185,1424,0,142,1115,47,1,0,0,5348,11164.498000000007
G85042,758,160,492,106,0,725,416,0,632,42,51,899,0,46,791,8,2,0,0,3523,9953.1799399999963
G85044,763,183,400,175,0,579,243,0,417,13,135,737,0,65,629,16,23,0,0,2887,6394.8808500000005
G85045,2193,587,1220,377,0,2234,584,30,1389,73,99,1697,0,149,1270,177,14,0,0,8299,20593.922429999995
G85046,958,334,483,121,12,1013,362,0,727,314,143,765,15,89,554,19,8,0,0,4294,34801.401579999991
G85047,1294,214,855,163,0,1569,306,0,1109,104,75,1307,0,42,1142,64,3,0,0,5764,12528.806920000005
G85048,562,99,342,107,10,562,185,0,304,17,69,286,0,13,241,12,0,0,0,1995,7667.8867399999954
G85050,276,50,183,43,0,266,45,0,177,2,6,183,0,4,171,1,0,0,0,955,1690.8312999999996
G85051,694,209,340,140,0,853,515,5,626,110,81,408,0,61,311,1,1,0,0,3292,10496.655509999988
G85052,1169,353,549,256,0,809,220,0,613,46,148,1135,3,59,1053,0,0,0,0,4140,11492.405949999998
G85053,2354,653,1430,195,0,1714,638,0,2151,230,219,2333,13,109,1971,68,66,0,0,9639,29753.52602000003
G85054,1242,305,685,181,7,1400,709,0,1310,104,208,1531,29,42,1377,15,21,0,0,6511,21444.025929999996
G85055,1268,372,817,73,17,1206,380,1,795,123,115,1197,4,61,904,149,20,0,0,5102,19828.68625999998
G85057,798,172,547,79,0,805,335,0,758,185,147,879,0,7,741,80,3,0,0,3907,10296.582759999996
G85061,1097,386,635,75,0,844,263,0,699,165,153,942,4,55,740,38,0,0,0,4163,16187.08693000001
G85073,1045,262,654,127,0,1700,279,1,894,33,24,1317,0,0,1159,4,46,0,0,5293,9279.9083799999953
G85076,341,88,190,47,0,588,232,0,649,275,57,290,0,0,263,0,0,0,0,2432,7976.5545500000017
G85081,581,65,439,77,0,403,144,0,311,49,38,481,0,10,392,20,0,0,0,2007,5707.7174000000077
G85082,645,129,460,43,1,929,189,21,512,37,74,582,0,57,449,0,0,0,0,2990,4729.8151000000016
G85083,650,75,465,110,0,529,224,1,985,102,127,879,27,10,783,24,0,0,0,3497,15050.511520000002
G85084,1505,431,825,183,0,1078,268,0,817,65,120,1103,0,7,1015,2,7,0,0,4956,13781.085270000005
G85085,1449,276,980,178,0,882,269,0,1049,43,137,1146,0,60,988,25,23,0,0,4975,13844.832790000006
G85086,679,142,453,79,0,1364,295,0,1180,163,130,1253,128,12,1007,71,12,0,0,5064,20932.056639999995
G85087,1125,95,659,365,0,908,378,0,941,169,127,1008,0,58,887,27,20,0,0,4656,12003.089870000005
G85089,1296,412,723,154,0,629,310,0,824,354,52,856,0,76,549,147,0,0,0,4321,20908.544749999994
G85091,418,111,240,66,1,1017,242,0,476,8,36,339,0,5,309,5,0,0,0,2537,4898.8347899999935
G85096,779,194,555,30,1,590,92,6,563,180,37,852,48,1,776,2,0,0,0,3100,10045.707489999999
G85100,964,195,690,79,7,1720,471,0,1253,2,88,712,0,0,606,19,0,0,0,5217,8643.4646499999944
G85102,373,89,248,36,0,250,130,0,92,107,32,380,0,0,363,2,2,0,0,1364,3208.9203899999984
G85104,1382,249,936,175,7,1926,631,3,879,70,136,1589,0,73,1361,42,0,0,0,6623,21593.070339999995
G85105,644,304,281,52,0,608,183,0,692,41,142,465,0,3,369,15,68,0,0,2775,9579.4244900000085
G85106,687,198,303,186,0,242,395,0,112,0,59,840,0,9,810,5,0,0,0,2335,4413.4968899999994
G85109,2188,412,1396,364,0,1889,685,0,2839,179,96,1877,58,233,1479,57,1,0,0,9753,28995.205890000005
G85112,808,262,392,151,0,909,214,0,613,52,69,882,0,56,772,7,0,0,0,3547,8205.46082
G85114,1067,145,774,127,7,1609,548,5,1082,66,134,1278,0,26,1115,78,7,0,0,5796,29331.929430000004
G85118,560,114,377,69,0,841,93,0,484,52,14,698,0,0,687,0,0,0,0,2742,4465.6862599999968
G85119,1838,244,1423,159,0,1358,247,0,1081,41,83,839,0,18,664,32,0,0,2,5487,10453.010660000007
G85120,882,170,647,52,55,1218,447,0,695,40,198,1129,0,12,1035,21,0,0,0,4664,20273.725169999991
G85121,732,99,611,19,4,321,103,0,1033,97,42,739,0,11,587,112,0,0,0,3071,8566.16873
G85123,389,98,253,32,8,483,504,0,1103,34,143,877,9,0,670,162,11,0,0,3541,13516.557759999985
G85124,971,243,600,114,0,806,494,6,762,72,86,1060,0,18,897,84,9,0,0,4257,12506.955959999992
G85125,1370,320,966,76,0,850,501,0,1033,595,56,1241,12,0,1183,0,35,0,0,5646,12082.89701
G85127,669,172,361,134,12,842,211,6,780,29,8,729,0,0,659,4,0,0,0,3286,6379.6194400000031
G85129,519,51,390,67,0,397,145,0,473,35,17,381,0,1,364,0,0,0,0,1967,4294.027799999998
G85130,1684,299,1249,119,0,866,509,0,1342,69,76,1137,0,65,968,50,4,0,0,5683,11497.905050000007
G85132,1154,328,631,182,0,1315,472,0,897,24,156,1013,0,60,707,48,9,0,0,5031,9101.9204499999923
G85133,1031,353,424,246,4,433,392,0,1557,29,72,1262,0,11,1107,20,0,0,0,4780,14564.136830000019
G85134,475,96,323,56,0,511,49,0,253,40,3,464,0,15,423,14,0,0,0,1795,4467.97656
G85135,2567,397,1372,798,0,1352,551,0,2050,76,135,3663,9,59,3214,3,168,0,0,10394,22438.812470000023
G85136,1056,227,669,152,5,896,436,0,1424,67,35,919,0,6,813,26,7,0,0,4838,14451.49959
G85137,753,184,481,75,4,1146,350,0,1427,254,122,892,0,34,714,47,0,0,0,4948,14057.553840000002
G85138,2282,694,1351,184,0,1749,1067,0,1752,136,172,2203,1,81,1873,16,13,0,0,9361,20222.640929999998
G85623,1912,567,1120,223,0,1809,598,0,1483,32,116,2281,1,21,1900,114,86,0,0,8231,16924.33528
G85632,1163,429,687,44,0,472,397,0,698,33,44,833,8,2,752,51,0,0,0,3640,23360.540370000017
G85633,2617,569,1702,303,0,1140,635,0,1181,82,102,1632,0,61,1364,119,9,0,0,7389,25108.663260000005
G85642,906,312,498,84,0,549,339,6,753,55,58,830,0,51,741,0,0,0,0,3496,7627.2361700000029
G85644,1014,411,357,232,0,1155,530,0,831,121,18,877,0,38,653,69,17,0,0,4546,12379.035150000014
G85647,1197,141,937,119,0,561,155,0,740,40,51,1186,14,6,1081,15,5,0,0,3930,14106.357890000008
G85651,1239,394,574,242,17,1236,230,0,1066,376,78,1118,0,27,1001,4,7,0,0,5360,13216.048860000003
G85662,1199,145,954,93,0,726,570,0,1293,131,77,1276,4,189,994,51,4,0,0,5272,12556.707270000003
G85673,1007,188,588,215,0,735,261,0,663,43,11,878,0,0,799,40,10,0,5,3598,8677.8908399999964
G85674,352,30,236,73,2,421,127,8,563,46,37,421,0,0,382,8,0,0,0,1977,5176.4687400000048
G85681,596,62,451,83,8,707,114,0,348,28,30,618,0,0,565,20,0,0,4,2449,8680.0850499999942
G85685,1978,453,1318,190,8,1788,979,0,1657,65,103,2482,72,31,2257,20,0,0,20,9060,36976.201369999995
G85690,1383,417,704,262,0,1205,197,0,978,58,87,880,0,66,773,8,1,0,0,4788,15989.682439999991
G85695,324,71,226,27,0,280,120,0,472,25,1,479,0,7,408,14,30,0,0,1701,3221.3383900000013
G85696,1572,388,919,249,6,1778,395,9,1501,134,130,968,13,28,723,122,14,0,0,6493,36277.743949999982
G85698,780,205,476,99,12,1100,437,9,894,114,92,660,0,44,460,54,0,0,0,4098,16077.429469999994
G85705,239,47,136,54,0,346,115,4,486,274,62,371,0,7,307,0,13,0,0,1897,5475.3743900000018
